token,token_id,n_occurrences,n_people,pct_people
LAB_nace_252130,4461,4116,818,9.1e-05
SOC_ger7_2610085,40623,4115,1991,0.000221
EDU_udd_6049,33568,4114,1958,0.000217
HEA_ICD10_DE611,16216,4114,2151,0.000238
HEA_speciale_245519,30245,4114,3947,0.000437
HEA_ICD10_DM158,13924,4113,3314,0.000367
HEA_ICD10_DE274,15401,4112,1472,0.000163
EDU_audd_3080,39185,4109,4108,0.000455
LAB_db07_142000,3700,4109,607,6.7e-05
HEA_ICD10_DH832,17629,4108,2320,0.000257
HEA_ICD10_DK561,16097,4106,2935,0.000325
HEA_ICD10_DT135A,11870,4104,3650,0.000404
HEA_speciale_850411,27764,4104,3805,0.000421
HEA_ICD10_DH182,16201,4103,2224,0.000246
HEA_ICD10_DC482,18862,4102,732,8.1e-05
HEA_ICD10_DB001,15317,4101,3423,0.000379
HEA_ICD10_DM939,16030,4100,3105,0.000344
HEA_ICD10_DQ369,15574,4100,2022,0.000224
HEA_atc_M01CB03,9510,4100,461,5.1e-05
HEA_speciale_194008,27332,4100,3133,0.000347
EDU_field_256610,32566,4099,2736,0.000303
EDU_audd_5131,36034,4098,4095,0.000454
EDU_udd_8050,33785,4098,2013,0.000223
HEA_ICD10_DG628,12567,4098,2329,0.000258
HEA_ICD10_DZ861A,25756,4098,2882,0.000319
HEA_ICD10_DR630,16498,4096,3274,0.000363
HEA_ICD10_DA412,15811,4095,2954,0.000327
HEA_ICD10_DZ080Y,14344,4092,1203,0.000133
HEA_speciale_213107,31546,4091,3666,0.000406
LAB_db07_151200,3570,4091,669,7.4e-05
HEA_ICD10_DS312,14809,4089,3539,0.000392
HEA_ICD10_DS327,14152,4089,2673,0.000296
HEA_speciale_072191,26944,4089,3831,0.000424
HEA_ICD10_DH358,14283,4086,2182,0.000242
HEA_ICD10_DK048,14432,4086,2733,0.000303
HEA_atc_L02BG03,9835,4086,1171,0.00013
SOC_ger7_3825721,40479,4086,1954,0.000216
EDU_audd_1559,36628,4085,3832,0.000424
HEA_ICD10_DT129,16170,4084,3264,0.000362
LAB_db07_152000,3464,4083,687,7.6e-05
SOC_ger7_1180545,40381,4082,1554,0.000172
SOC_ger7_2610113,40343,4082,2308,0.000256
HEA_ICD10_DR749,15519,4081,2906,0.000322
EDU_udd_5190,34591,4080,1867,0.000207
EDU_audd_5637,36653,4079,4073,0.000451
HEA_ICD10_DS108,15453,4079,3831,0.000424
HEA_ICD10_DM768B,13436,4078,2677,0.000296
HEA_ICD10_DG35,16477,4077,2169,0.00024
HEA_ICD10_DT310,11713,4077,3076,0.000341
LAB_disco_914210,2911,4076,907,0.0001
HEA_ICD10_DI638,15753,4075,2840,0.000315
HEA_speciale_051125,31228,4075,2985,0.000331
SOC_ger7_1270505,41202,4075,3301,0.000366
SOC_ger7_1410739,40775,4075,1126,0.000125
EDU_audd_5231,36049,4073,3327,0.000368
EDU_disced_50589510,32821,4072,2630,0.000291
HEA_ICD10_DN760,16270,4072,3585,0.000397
HEA_speciale_073105,27528,4072,3596,0.000398
HEA_speciale_440241,27992,4070,3948,0.000437
HEA_ICD10_DR628C,13230,4069,2002,0.000222
HEA_ICD10_DS668,15766,4069,2590,0.000287
HEA_ICD10_DN908,16845,4066,3159,0.00035
HEA_speciale_817136,27880,4066,3736,0.000414
HEA_ICD10_DN820,17871,4065,1400,0.000155
HEA_atc_V03AC01,9670,4063,115,1.3e-05
HEA_ICD10_DQ618A,15719,4062,848,9.4e-05
HEA_ICD10_DT810B,12509,4061,3012,0.000334
HEA_speciale_252216,29958,4061,3567,0.000395
LAB_db07_559000,3695,4061,856,9.5e-05
EDU_udd_7487,33788,4060,1988,0.00022
EDU_udd_8134,34273,4060,2004,0.000222
HEA_ICD10_DI690,17061,4060,2368,0.000262
HEA_ICD10_DR942,16136,4060,3073,0.00034
SOC_ger7_3835510,40697,4060,2449,0.000271
EDU_audd_354,39397,4059,4059,0.00045
HEA_ICD10_DZ901A,15373,4057,1709,0.000189
HEA_speciale_804670,29274,4057,3025,0.000335
HEA_speciale_482202,26573,4056,3357,0.000372
EDU_audd_559,39375,4054,4052,0.000449
HEA_ICD10_DK255F,16605,4053,3214,0.000356
LAB_nace_222420,4438,4053,730,8.1e-05
HEA_ICD10_DG803,14194,4050,622,6.9e-05
HEA_ICD10_DT876,13003,4050,1667,0.000185
EDU_audd_1551,36669,4048,3766,0.000417
EDU_udd_2021,34014,4048,1668,0.000185
HEA_speciale_482507,29203,4048,3931,0.000435
DEM_birthyear_1894,139,4045,4045,0.000448
HEA_ICD10_DE209,18092,4045,1616,0.000179
EDU_udd_6590,33552,4044,1894,0.00021
HEA_ICD10_DE780B1,15527,4044,1069,0.000118
HEA_ICD10_DH618,12835,4044,1964,0.000218
HEA_ICD10_DO033,13280,4044,3572,0.000396
HEA_ICD10_DA869,12527,4043,2591,0.000287
HEA_ICD10_DG359B,16205,4043,610,6.8e-05
HEA_ICD10_DR53,17173,4043,3983,0.000441
HEA_atc_G03AD02,10209,4043,3672,0.000407
SOC_ger7_1348525,40792,4043,1871,0.000207
EDU_udd_5165,34337,4042,2007,0.000222
LAB_db07_234200,3782,4039,499,5.5e-05
SOC_ger7_2210006,40696,4038,1875,0.000208
HEA_ICD10_DM471A,12832,4037,1638,0.000181
DEM_opr_land_5442,269,4036,4036,0.000447
EDU_course_Fysik-kemi,32134,4036,4027,0.000446
HEA_ICD10_DI151,18980,4036,1712,0.00019
SOC_ger7_1336558,40838,4036,1852,0.000205
EDU_udd_2013,33557,4034,1999,0.000221
EDU_disced_70354710,32940,4033,2859,0.000317
HEA_ICD10_DM119,17376,4033,1910,0.000212
HEA_ICD10_DR51,15370,4033,3864,0.000428
HEA_ICD10_DZ760,13504,4033,3553,0.000394
HEA_ICD10_DD599,12885,4032,1483,0.000164
HEA_ICD10_DM510,18492,4032,2906,0.000322
HEA_speciale_834423,27901,4031,2556,0.000283
HEA_ICD10_DH530,13074,4030,2909,0.000322
HEA_ICD10_DL235,14094,4030,3102,0.000344
HEA_ICD10_DD126F,18984,4029,662,7.3e-05
LAB_disco08_313200,1739,4029,476,5.3e-05
HEA_ICD10_DD381B,16519,4028,3032,0.000336
EDU_udd_6628,34237,4024,1958,0.000217
EDU_disced_60591520,33210,4022,2251,0.000249
HEA_ICD10_DL711,16193,4020,1675,0.000186
HEA_ICD10_DH401A,17918,4019,1131,0.000125
EDU_audd_7190,36666,4018,4017,0.000445
HEA_ICD10_DH470,17912,4018,2295,0.000254
HEA_speciale_467854,31452,4018,3716,0.000412
EDU_dageulovfra_22,40025,4017,3244,0.000359
EDU_udd_4603,33794,4016,1177,0.00013
HEA_speciale_467548,31448,4016,3477,0.000385
DEM_opr_land_5318,220,4015,4015,0.000445
EDU_audd_7930,35925,4012,2898,0.000321
EDU_udd_5300,34524,4012,1970,0.000218
HEA_ICD10_DS821D,15476,4012,1410,0.000156
HEA_ICD10_DK112C,16081,4009,2801,0.00031
LAB_disco_321000,2767,4007,989,0.00011
HEA_speciale_804460,30118,4006,3078,0.000341
HEA_ICD10_DQ728,11720,4005,2450,0.000271
EDU_audd_5488,35993,4003,2981,0.00033
HEA_atc_A11CC02,9640,4002,185,2e-05
DEM_laengde_barn_Q44,740,4001,4001,0.000443
HEA_ICD10_DK552,13413,4001,2365,0.000262
EDU_disced_60394510,33199,4000,3054,0.000338
HEA_speciale_467524,31489,4000,2968,0.000329
HEA_atc_N06AA03,9289,3999,571,6.3e-05
HEA_ICD10_DZ038Q,25760,3995,1991,0.000221
HEA_speciale_097103,27610,3995,3641,0.000403
EDU_audd_1569,36909,3993,3762,0.000417
HEA_ICD10_DM072,13161,3992,624,6.9e-05
HEA_ICD10_DZ100A,12353,3992,3721,0.000412
HEA_ICD10_DC901,18701,3991,228,2.5e-05
HEA_ICD10_DI614,14477,3990,2464,0.000273
HEA_ICD10_DS120,11467,3989,2288,0.000253
EDU_udd_5364,33860,3986,1986,0.00022
HEA_ICD10_DS621E,15323,3986,2943,0.000326
EDU_audd_4236,36678,3985,3985,0.000441
HEA_speciale_093235,28497,3985,1837,0.000203
HEA_ICD10_DM997,14512,3984,2841,0.000315
EDU_audd_8410,36480,3983,2386,0.000264
HEA_atc_J07BM02,10128,3982,1731,0.000192
SOC_frakkod_BO,40123,3981,3929,0.000435
HEA_ICD10_DM250,11384,3979,2970,0.000329
SOC_pgf_408,41420,3978,1968,0.000218
HEA_ICD10_DF600,22918,3976,383,4.2e-05
HEA_ICD10_DT409,18113,3973,3246,0.00036
EDU_ects_Q28,32272,3969,3114,0.000345
HEA_ICD10_DN882,16753,3968,2745,0.000304
HEA_speciale_445116,27295,3968,3859,0.000427
EDU_audd_4296,36196,3966,3964,0.000439
HEA_ICD10_DK908,12626,3966,1798,0.000199
HEA_ICD10_DM319,16908,3965,1180,0.000131
HEA_speciale_481350,27967,3965,3317,0.000367
EDU_disced_60596510,33062,3964,2043,0.000226
HEA_speciale_440431,26751,3964,3591,0.000398
EDU_field_309010,32512,3963,1939,0.000215
HEA_ICD10_DZ424,13099,3959,1689,0.000187
EDU_field_581515,32458,3956,2510,0.000278
LAB_disco_615000,2937,3956,546,6e-05
HEA_ICD10_DH330B1,14385,3955,771,8.5e-05
HEA_ICD10_DQ381,16964,3955,3143,0.000348
HEA_ICD10_DN328,17191,3954,3277,0.000363
HEA_speciale_804156,29359,3954,3914,0.000434
HEA_ICD10_DT144,20621,3953,591,6.5e-05
HEA_ICD10_DE270B,13892,3952,2168,0.00024
EDU_audd_2008,35886,3951,3909,0.000433
HEA_ICD10_DH191,12837,3950,2435,0.00027
HEA_ICD10_DQ788,18277,3950,2005,0.000222
EDU_audd_7447,36143,3949,3949,0.000437
HEA_speciale_233221,29642,3949,3632,0.000402
HEA_ICD10_DN859,17687,3948,3231,0.000358
EDU_udd_7439,34031,3944,1963,0.000217
LAB_db07_495000.0,6039,3940,251,2.8e-05
HEA_ICD10_DF620,22875,3939,363,4e-05
SOC_ger7_2610028,40827,3939,1887,0.000209
HEA_ICD10_DZ412B,19788,3938,3895,0.000431
HEA_ICD10_DT402,12143,3937,3005,0.000333
HEA_atc_S01XA18,10319,3937,732,8.1e-05
HEA_speciale_045101,27304,3935,1902,0.000211
EDU_udd_7555,34054,3934,1934,0.000214
DEM_laengde_barn_Q78,747,3933,3933,0.000436
EDU_udd_5116,34573,3932,1966,0.000218
HEA_speciale_625101,27844,3931,983,0.000109
EDU_udd_2022,34430,3930,1890,0.000209
HEA_speciale_445059,27811,3928,3739,0.000414
HEA_ICD10_DZ115,15458,3927,2929,0.000324
HEA_ICD10_DH019,12762,3925,3373,0.000374
EDU_audd_5722,39407,3922,3922,0.000434
EDU_udd_6309,34564,3922,1646,0.000182
HEA_ICD10_DI828,17444,3921,1998,0.000221
HEA_ICD10_DH355,14585,3919,1591,0.000176
HEA_ICD10_DJ011,13683,3919,3209,0.000355
EDU_audd_4373,36830,3918,3917,0.000434
EDU_audd_4802,36385,3918,3918,0.000434
EDU_udd_3413,34203,3918,1936,0.000214
DEM_opr_land_5246,291,3916,3916,0.000434
SOC_ger7_3835310,40541,3914,2565,0.000284
EDU_udd_7520,35014,3910,1946,0.000216
HEA_ICD10_DD164,13290,3910,1919,0.000213
HEA_speciale_961122,29803,3910,2036,0.000226
HEA_ICD10_DI213A,25754,3909,1506,0.000167
HEA_ICD10_DL905D,15350,3909,2248,0.000249
EDU_udd_4605,33802,3908,1664,0.000184
HEA_ICD10_DS20,17072,3908,3765,0.000417
EDU_disced_50894590,33068,3907,2406,0.000266
HEA_speciale_087156,27182,3907,2699,0.000299
EDU_udd_4141,33397,3906,1580,0.000175
HEA_ICD10_DB259,15910,3906,2362,0.000262
LAB_db07_352300,3756,3906,637,7.1e-05
HEA_ICD10_DT846A,13629,3903,1494,0.000165
HEA_speciale_215207,27988,3903,3865,0.000428
HEA_speciale_602130,29420,3903,1332,0.000148
HEA_ICD10_DZ836,15870,3902,2682,0.000297
HEA_speciale_260202,29774,3901,2078,0.00023
HEA_speciale_553022,31278,3901,1317,0.000146
HEA_ICD10_DE031,13131,3900,1062,0.000118
HEA_ICD10_DS969,12417,3900,2983,0.00033
HEA_speciale_467155,31458,3899,3627,0.000402
HEA_atc_D09AA02,9179,3897,2793,0.000309
EDU_udd_3083,34357,3896,1942,0.000215
HEA_ICD10_DK044,17642,3896,3000,0.000332
LAB_disco_915000,2934,3896,560,6.2e-05
HEA_ICD10_DR521A,14098,3895,3364,0.000373
EDU_disced_60356015,33092,3894,2004,0.000222
HEA_ICD10_DT88,15776,3894,3640,0.000403
EDU_audd_5657,36135,3893,2630,0.000291
HEA_ICD10_DG112,12798,3893,1261,0.00014
EDU_udd_5305,34536,3892,1927,0.000213
HEA_ICD10_DE240,17115,3891,590,6.5e-05
SOC_ger7_1176005,40630,3891,1780,0.000197
LAB_db07_331900,3759,3890,546,6e-05
HEA_ICD10_DG900A,13083,3889,2756,0.000305
SOC_ger7_1351000,40350,3888,2035,0.000225
EDU_field_603015,32616,3887,1812,0.000201
EDU_ects_Q94,32282,3886,3668,0.000406
HEA_ICD10_DC009,14555,3886,1603,0.000178
HEA_ICD10_DG060,18004,3886,1504,0.000167
HEA_ICD10_DT751,17028,3885,2950,0.000327
EDU_audd_7185,36046,3884,2771,0.000307
EDU_disced_60252710,32869,3883,2483,0.000275
EDU_wellbeing_overall_young_Q2,39843,3883,3734,0.000414
HEA_ICD10_DT286,18739,3883,1762,0.000195
HEA_speciale_052253,29967,3883,3699,0.00041
HEA_ICD10_DB373,11525,3881,3300,0.000366
HEA_ICD10_DC414,11868,3881,559,6.2e-05
HEA_ICD10_DN835,15148,3878,3024,0.000335
DEM_statsb_5446,446,3875,2284,0.000253
HEA_ICD10_DM216M,12026,3875,2059,0.000228
HEA_speciale_808320,29131,3875,1938,0.000215
LAB_disco08_731700,2016,3875,552,6.1e-05
HEA_speciale_602111,29332,3874,550,6.1e-05
EDU_audd_4927,35957,3873,3873,0.000429
HEA_ICD10_DH700,12175,3873,2013,0.000223
HEA_ICD10_DO623,17944,3872,3853,0.000427
HEA_ICD10_DS09,18684,3871,3796,0.00042
HEA_ICD10_DE259,19087,3869,690,7.6e-05
EDU_udd_7530,33849,3868,1869,0.000207
HEA_ICD10_DM123,14120,3868,1552,0.000172
HEA_speciale_203240,27757,3868,3471,0.000384
HEA_speciale_830102,28303,3866,3778,0.000418
HEA_ICD10_DC991,25481,3865,1043,0.000116
HEA_ICD10_DP590,14943,3865,2784,0.000308
EDU_udd_5954,33751,3864,1921,0.000213
HEA_speciale_193107,27532,3864,3206,0.000355
HEA_ICD10_DR301,15759,3863,1696,0.000188
HEA_speciale_467544,31502,3861,3384,0.000375
LAB_db07_302000,3633,3861,497,5.5e-05
HEA_ICD10_DC922,14859,3860,369,4.1e-05
SOC_frakkod_US,40120,3859,3650,0.000404
HEA_ICD10_DI840,15827,3856,2943,0.000326
HEA_speciale_630441,30269,3856,3458,0.000383
EDU_disced_60804510,32898,3855,2068,0.000229
EDU_audd_7113,37024,3854,3362,0.000372
HEA_ICD10_DT230B,17188,3854,3339,0.00037
HEA_ICD10_DC445B,16759,3853,2672,0.000296
EDU_audd_5362,36769,3852,3852,0.000427
HEA_ICD10_DI24,18648,3852,3026,0.000335
HEA_speciale_514508,29594,3850,3622,0.000401
EDU_udd_2003,34624,3848,1901,0.000211
HEA_speciale_087215,28834,3848,2312,0.000256
HEA_speciale_261401,28087,3848,1709,0.000189
HEA_ICD10_DD135,13925,3847,2210,0.000245
HEA_ICD10_DZ123,21316,3847,3709,0.000411
HEA_speciale_440907,27329,3845,3569,0.000395
HEA_ICD10_DN351,16149,3844,2109,0.000234
SOC_ansted_klas_13,41337,3843,1932,0.000214
HEA_ICD10_DH660A,12119,3842,3285,0.000364
HEA_ICD10_DN132,14584,3841,2234,0.000247
HEA_ICD10_DR50,11535,3841,3780,0.000419
HEA_ICD10_DC741,19430,3840,244,2.7e-05
HEA_speciale_643004,31808,3840,1768,0.000196
LAB_nace_262500,4426,3840,645,7.1e-05
HEA_ICD10_DR68,16411,3839,3250,0.00036
HEA_atc_B03AA06,9531,3839,1392,0.000154
HEA_ICD10_DI808,19073,3838,2399,0.000266
HEA_ICD10_DM710,15212,3838,2402,0.000266
HEA_ICD10_DI441C,15428,3837,2270,0.000251
EDU_field_803510,32549,3834,2116,0.000234
HEA_ICD10_DK801C,13104,3833,2789,0.000309
HEA_ICD10_DI71,16783,3831,2899,0.000321
HEA_ICD10_DS055,15538,3831,2861,0.000317
HEA_speciale_240161,32006,3831,1239,0.000137
HEA_speciale_570110,28344,3831,2013,0.000223
EDU_udd_6359,33570,3830,1887,0.000209
LAB_nace_505010,4670,3830,909,0.000101
SOC_ger7_2610079,41185,3830,1858,0.000206
HEA_ICD10_DS564,11095,3829,2518,0.000279
HEA_speciale_052114,27440,3829,3763,0.000417
EDU_disced_60354510,33315,3828,3820,0.000423
HEA_atc_N05AH01,9583,3828,184,2e-05
EDU_audd_8253,38933,3827,3820,0.000423
EDU_udd_7551,33894,3826,1885,0.000209
HEA_speciale_055104,30437,3826,3725,0.000413
HEA_ICD10_DM090,17440,3825,510,5.6e-05
HEA_ICD10_DO241,11150,3825,761,8.4e-05
DEM_opr_land_5262,241,3824,3824,0.000424
EDU_disced_70355015,32723,3824,2394,0.000265
HEA_ICD10_DG950,19787,3824,955,0.000106
EDU_disced_30205010,33168,3822,3505,0.000388
EDU_audd_7421,36096,3820,3820,0.000423
EDU_ects_Q4,32234,3820,1999,0.000221
HEA_ICD10_DE145C,15255,3819,2073,0.00023
HEA_ICD10_DS050B,11663,3819,3519,0.00039
EDU_audd_3760,39462,3818,3818,0.000423
HEA_ICD10_DS801A,15833,3812,3615,0.0004
HEA_speciale_445061,28679,3812,3636,0.000403
LAB_db07_172300,3696,3812,566,6.3e-05
HEA_ICD10_DO702,11229,3811,3379,0.000374
HEA_ICD10_DN909,13830,3810,2953,0.000327
HEA_speciale_203245,31368,3810,3143,0.000348
HEA_ICD10_DL270,15449,3809,2961,0.000328
HEA_speciale_514529,29879,3809,3744,0.000415
HEA_speciale_805264,31740,3809,1840,0.000204
HEA_speciale_051105,31214,3808,2585,0.000286
HEA_ICD10_DR688A9B1,25737,3805,1067,0.000118
HEA_ICD10_DT440,16575,3803,3368,0.000373
HEA_speciale_804428,27101,3803,2829,0.000313
EDU_udd_5664,34404,3800,1882,0.000208
EDU_udd_7920,34212,3800,1888,0.000209
HEA_ICD10_DR56,12606,3800,3410,0.000378
LAB_nace_175300,4505,3800,688,7.6e-05
HEA_speciale_804044,27503,3797,3585,0.000397
EDU_udd_5733,34319,3796,1894,0.00021
HEA_ICD10_DC493,13198,3794,780,8.6e-05
HEA_ICD10_DD643A,16350,3794,638,7.1e-05
EDU_disced_30558510,33160,3792,3337,0.00037
EDU_field_555080,32622,3792,3337,0.00037
EDU_udd_7678,34303,3792,1886,0.000209
HEA_ICD10_DF028,19097,3790,2007,0.000222
HEA_ICD10_DS899,14484,3790,3170,0.000351
HEA_ICD10_DZ873,14683,3790,3193,0.000354
HEA_speciale_804682,29741,3790,2419,0.000268
HEA_speciale_63,27981,3789,2101,0.000233
HEA_ICD10_DB965,13571,3788,1700,0.000188
HEA_speciale_804005,28759,3787,3048,0.000338
EDU_udd_5951,33535,3786,1884,0.000209
HEA_ICD10_DK560,17748,3786,3100,0.000343
HEA_ICD10_DM339,17094,3786,685,7.6e-05
LAB_disco_820000,2792,3786,561,6.2e-05
EDU_udd_5662,33850,3784,1861,0.000206
HEA_ICD10_DB079C,16252,3781,1528,0.000169
HEA_atc_B05XC,9793,3781,543,6e-05
HEA_ICD10_DN804,15068,3780,1784,0.000198
HEA_ICD10_DH353M,15264,3778,1809,0.0002
HEA_ICD10_DD361,14499,3777,1885,0.000209
EDU_field_256245,32480,3775,2444,0.000271
HEA_ICD10_DR682,14348,3773,2640,0.000292
HEA_speciale_440561,31678,3772,2865,0.000317
HEA_ICD10_DC782B,19440,3771,1366,0.000151
HEA_speciale_440558,31680,3771,2864,0.000317
HEA_ICD10_DK420B,17628,3770,2598,0.000288
HEA_speciale_440545,31683,3770,2863,0.000317
HEA_speciale_440547,31681,3770,2863,0.000317
HEA_speciale_440559,31679,3770,2863,0.000317
LAB_disco_313120,2965,3770,641,7.1e-05
HEA_ICD10_DM233B,14273,3769,2709,0.0003
LAB_disco_614000,2671,3767,1201,0.000133
LAB_disco_114000,2722,3766,341,3.8e-05
HEA_speciale_093217,31222,3764,3231,0.000358
HEA_speciale_963142,29661,3764,2108,0.000233
LAB_db07_982000.0,5899,3764,194,2.1e-05
HEA_ICD10_DL270A,15104,3762,2514,0.000278
HEA_ICD10_DN411,15389,3760,2895,0.000321
HEA_ICD10_DT200,18423,3760,3285,0.000364
HEA_speciale_804263,29243,3760,2972,0.000329
LAB_disco_245150,2912,3759,869,9.6e-05
HEA_atc_N05AH05,10229,3758,409,4.5e-05
HEA_speciale_093155,27568,3758,3081,0.000341
HEA_speciale_261101,27460,3758,1684,0.000187
HEA_speciale_807260,31705,3758,2527,0.00028
HEA_ICD10_DZ048E,12436,3753,3515,0.000389
HEA_speciale_092115,27846,3753,3543,0.000392
LAB_disco_245212,2983,3753,780,8.6e-05
EDU_udd_5441,34043,3752,1829,0.000203
HEA_ICD10_DM064,16669,3752,1286,0.000142
EDU_udel_56,35755,3748,1872,0.000207
HEA_ICD10_DN889,17512,3748,3149,0.000349
HEA_speciale_807340,27083,3744,2543,0.000282
HEA_speciale_061401,28421,3743,1679,0.000186
LAB_disco08_951000,2146,3743,664,7.4e-05
EDU_field_603510,32571,3742,2261,0.00025
HEA_ICD10_DC158,14878,3742,965,0.000107
HEA_ICD10_DR233A,12132,3742,2815,0.000312
LAB_disco_822400,3002,3742,734,8.1e-05
LAB_branche_77_36103,5230,3741,700,7.8e-05
EDU_disced_60203010,33016,3740,2090,0.000231
HEA_ICD10_DF258,22977,3738,102,1.1e-05
HEA_ICD10_DD467,14205,3737,473,5.2e-05
HEA_ICD10_DN489,11235,3737,2968,0.000329
HEA_speciale_481343,27394,3735,3340,0.00037
HEA_ICD10_DH605,14043,3734,3455,0.000383
HEA_ICD10_DS917,17741,3734,2783,0.000308
HEA_ICD10_DZ124A,16214,3734,2973,0.000329
EDU_disced_30351010,33217,3733,3611,0.0004
HEA_ICD10_DA409,17520,3733,2800,0.00031
HEA_ICD10_DS433,14027,3733,2679,0.000297
HEA_ICD10_DT51,11446,3731,3366,0.000373
HEA_ICD10_DN308B,14282,3729,2792,0.000309
HEA_ICD10_DO84,16393,3729,3706,0.00041
HEA_ICD10_DS318,14785,3729,3146,0.000348
HEA_ICD10_DD281,16860,3728,2931,0.000325
HEA_ICD10_DH905A,14763,3727,1959,0.000217
DEM_vaegt_barn_Q90,692,3725,3725,0.000413
HEA_ICD10_DH029,14381,3725,2899,0.000321
HEA_ICD10_DS925B,12076,3725,3384,0.000375
HEA_speciale_212501,31080,3724,3406,0.000377
SOC_ger7_1141505,40725,3724,1594,0.000177
HEA_ICD10_DO054,14739,3723,3553,0.000394
EDU_udd_5063,33549,3722,1856,0.000206
EDU_udd_5483,33880,3722,1858,0.000206
HEA_ICD10_DN350,17054,3722,1777,0.000197
HEA_speciale_440608,31682,3720,2828,0.000313
LAB_branche_77_83323,5263,3719,1463,0.000162
HEA_speciale_802114,28778,3717,3503,0.000388
HEA_speciale_804467,27117,3717,2986,0.000331
SOC_haendelse_7.5,41373,3717,3434,0.00038
HEA_ICD10_DS320C,16102,3716,1805,0.0002
LAB_db07_462400,3735,3716,494,5.5e-05
LAB_disco_520000,2714,3716,978,0.000108
DEM_kom_917,1387,3715,1208,0.000134
HEA_ICD10_DI428,11873,3715,1525,0.000169
HEA_atc_A10BJ03,10277,3714,217,2.4e-05
EDU_disced_60252210,33158,3713,3518,0.00039
HEA_speciale_807158,31153,3713,1972,0.000218
LAB_db07_236500,3646,3712,373,4.1e-05
EDU_disced_60395510,33121,3711,1973,0.000219
EDU_field_255425,32573,3711,2177,0.000241
EDU_audd_5168,36632,3708,3705,0.00041
HEA_ICD10_DH108,13606,3708,3133,0.000347
HEA_ICD10_DI99,23512,3708,3127,0.000346
EDU_audd_4458,37087,3707,3701,0.00041
EDU_disced_70952520,32872,3706,1818,0.000201
HEA_ICD10_DF3330,24664,3706,284,3.1e-05
SOC_ger7_1324715,41051,3706,824,9.1e-05
HEA_ICD10_DB509,15500,3705,1774,0.000196
HEA_ICD10_DQ749,14522,3704,2442,0.00027
HEA_speciale_808318,28205,3703,2447,0.000271
LAB_nace_652325,4614,3703,736,8.2e-05
SOC_dagbobel_Q8,41252,3703,3592,0.000398
EDU_udd_3439,34086,3700,1842,0.000204
HEA_ICD10_DR688A9B5,25742,3700,653,7.2e-05
HEA_ICD10_DD143B,13662,3699,2431,0.000269
HEA_ICD10_DE804,16677,3698,2767,0.000306
SOC_ger7_2220030,40753,3698,2345,0.00026
HEA_ICD10_DR679,14698,3697,2637,0.000292
HEA_ICD10_DS334,17677,3697,2618,0.00029
SOC_ger7_1141000,40899,3697,1649,0.000183
SOC_ger7_1366705,40781,3697,631,7e-05
HEA_ICD10_DC931A,19721,3695,241,2.7e-05
HEA_ICD10_DK001,11786,3695,2345,0.00026
HEA_ICD10_DT856,14686,3694,2112,0.000234
HEA_ICD10_DG902,15180,3692,2133,0.000236
HEA_speciale_486305,31962,3692,2664,0.000295
HEA_ICD10_DG578,17062,3691,2614,0.00029
HEA_ICD10_DH408,14755,3691,2019,0.000224
HEA_ICD10_DK317,16940,3690,2301,0.000255
HEA_ICD10_DS314,15782,3690,3110,0.000344
HEA_speciale_045040,27290,3689,3039,0.000337
HEA_ICD10_DZ653,24663,3688,212,2.3e-05
HEA_speciale_09,28375,3688,3028,0.000335
HEA_ICD10_DZ539,17161,3687,3442,0.000381
HEA_ICD10_DL249A,14711,3684,1621,0.00018
HEA_ICD10_DD252,11050,3682,2795,0.00031
HEA_ICD10_DS562,17832,3682,2663,0.000295
HEA_atc_C09XA52,10186,3681,568,6.3e-05
HEA_speciale_443457,29337,3681,3547,0.000393
HEA_ICD10_DR391E,14948,3680,2437,0.00027
HEA_ICD10_DM303,12103,3679,1189,0.000132
EDU_udd_4568,34126,3678,1257,0.000139
HEA_ICD10_DI670,15424,3678,1443,0.00016
HEA_ICD10_DT242B,11173,3678,2793,0.000309
HEA_speciale_822111,28475,3678,3618,0.000401
HEA_ICD10_DC541,18373,3677,2272,0.000252
LAB_disco_600000,2658,3677,972,0.000108
EDU_udd_7562,33817,3676,1819,0.000201
HEA_ICD10_DB169,12796,3676,2138,0.000237
EDU_udd_3436,33631,3674,1817,0.000201
HEA_ICD10_DB084,12104,3674,3382,0.000375
HEA_ICD10_DZ47,13409,3674,3535,0.000392
HEA_speciale_807188,31110,3674,2017,0.000223
HEA_ICD10_DG410,17135,3670,2339,0.000259
HEA_ICD10_DH814,15802,3670,2946,0.000326
HEA_ICD10_DM798,16003,3670,3055,0.000338
HEA_speciale_090205,27998,3669,3532,0.000391
SOC_ger7_1258305,40750,3668,1411,0.000156
HEA_atc_S01AA02,9149,3667,2565,0.000284
HEA_speciale_445009,27065,3667,3575,0.000396
EDU_udd_4146,33461,3664,1571,0.000174
HEA_speciale_080143,30045,3663,2477,0.000274
EDU_ects_Q43,32241,3662,1449,0.00016
HEA_atc_R06AC01,9076,3661,2083,0.000231
HEA_ICD10_DT241,13292,3660,3229,0.000358
HEA_speciale_804547,26471,3660,3250,0.00036
HEA_ICD10_DP923A,14927,3659,3507,0.000388
HEA_speciale_011401,28345,3659,1155,0.000128
LAB_disco_614200,2667,3658,1106,0.000122
HEA_speciale_195110,27172,3656,2222,0.000246
LAB_branche_77_36996,5074,3656,721,8e-05
