flag,code,category,description_da,description_en,detail
F10_diverge_official,HEA_speciale_804055,HEA_speciale,"Almen lægehjælp 80, Tel. kons. A50","General medical assistance 80, Telephone consultation A50",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_804117,HEA_speciale,"Almen lægehjælp 80, Aftalekons. B050","General medical assistance 80, Scheduled consultation B050",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_634002,HEA_speciale,"Psykologhjælp, Barn m.pår. eft.kon","Psychological help, Child with parent post-consultation",official='Psychology service'  r=0.33
F10_diverge_official,HEA_speciale_803440,HEA_speciale,"Almen lægehjælp 80, Møde IV 12-16 Km","General medical assistance 80, Visit IV 12-16 Km",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_181101,HEA_speciale,"Neuromedicin, Afstandstillæg","Neurology, Distance consultation",official='Neurology'  r=0.45
F10_diverge_official,HEA_speciale_241101,HEA_speciale,"Psykiatri, Afstandstillæg","Psychiatry, Distance consultation",official='Psychiatry'  r=0.48
F10_diverge_official,HEA_speciale_247184,HEA_speciale,"Psykiatri, B-Differentialtæll.6","Psychiatry, B-Differential diagnosis 6",official='Psychiatry'  r=0.43
F10_diverge_official,HEA_speciale_195003,HEA_speciale,"Øjenlægehjælp, Ope.Grå Stær m.li.1.","Eye Care, Open Glaucoma Surgery with 1.",official='Ophthalmology service'  r=0.28
F10_diverge_official,HEA_speciale_440919,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Dist.tryk.oextr.","Copenhagen Practicing Doctors Laboratory, Diastolic Blood Pressure and Extracellular Volume",official='Copenhagen GP Laboratory (KPLL)'  r=0.45
F10_diverge_official,HEA_speciale_214102,HEA_speciale,"Ørelægehjælp, Kaust. Beh. Næsen An","Ear Nose Throat Help, Caustic Treatment Of The Nose",official='ENT service'  r=0.20
F10_diverge_official,HEA_speciale_197136,HEA_speciale,"Øjenlægehjælp, (ingen tekst tilgængelig)","Eye Care, (no text available)",official='Ophthalmology service'  r=0.08
F10_diverge_official,HEA_speciale_094140,HEA_speciale,"Kirurgi, Op. Lyskebrok 1. An.","Surgery, Operation of Hernia 1. Stage",official='Surgery'  r=0.33
F10_diverge_official,HEA_speciale_194006,HEA_speciale,"Øjenlægehjælp, Sonder. Tåreveje An","Eye care, Sonde insertion",official='Ophthalmology service'  r=0.27
F10_diverge_official,HEA_speciale_822105,HEA_speciale,"Kak vagtlægehjælp 82, Fremmedlegeme ¯j. Mv","Casualty care 82, Foreign body eye mv",official='KAK on-call GP 82'  r=0.26
F10_diverge_official,HEA_speciale_203240,HEA_speciale,"Ortopædisk kirurgi, Fj.svusl musk flg op","Orthopedic surgery, Fracture screw muscle flap operation",official='Orthopaedic surgery'  r=0.49
F10_diverge_official,HEA_speciale_180205,HEA_speciale,"Neuromedicin, Tlf.rådg.prakt.læge","Neurology, Telephone consultation with practicing doctor",official='Neurology'  r=0.28
F10_diverge_official,HEA_speciale_820102,HEA_speciale,"Kak vagtlægehjælp 82, Beh. 2.sikr.i sa.hj.","Casualty care 82, Treatment of second-degree skin burn in hand",official='KAK on-call GP 82'  r=0.18
F10_diverge_official,HEA_speciale_81,HEA_speciale,KFA-vagtordning 81,KFA-vagtordning 81,official='KFA on-call service 81'  r=0.45
F10_diverge_official,HEA_speciale_045009,HEA_speciale,"Dermato-venerologi, Ansigt/hals pr.beh","Dermatology, Face/neck treatment",official='Dermato-venereology'  r=0.44
F10_diverge_official,HEA_speciale_073113,HEA_speciale,"Gynækologi/obstetrik, Fentonplastik","Obstetrics and Gynecology, Fenton Repair",official='Gynaecology/obstetrics'  r=0.33
F10_diverge_official,HEA_speciale_082231,HEA_speciale,"Intern medicin, Ultralydssc.peri.art","Internal Medicine, Ultrasound Examination Periarticular",official='Internal medicine'  r=0.48
F10_diverge_official,HEA_speciale_250205,HEA_speciale,"Pædiatri, Tlf.rådg.prakt.læge","Pediatrics, Telephone Consultation With Practicing Doctor",official='Paediatrics'  r=0.30
F10_diverge_official,HEA_speciale_093113,HEA_speciale,"Kirurgi, Injekt. Hæmorr.   1.","Surgery, Hemorrhage Injection   1.",official='Surgery'  r=0.38
F10_diverge_official,HEA_speciale_832161,HEA_speciale,"Vagtlægehjælp 83, Tillæg kval. tolk","Maternity Help 83, Quality Interpreter Supplement",official='On-call GP service 83'  r=0.23
F10_diverge_official,HEA_speciale_482117,HEA_speciale,"Statens Seruminstitut, Glat muskel antisto","State Serum Institute, Gluteal Muscle Antistreptolysin O Titer",official='Statens Serum Institut'  r=0.48
F10_diverge_official,HEA_speciale_804517,HEA_speciale,"Almen lægehjælp 80, Blodprøvetagn. amt50","General Medical Help 80, Blood Sample Collection (via 50)",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_092113,HEA_speciale,"Kirurgi, Ano-rektal ultralyd","Surgery, Anorectal Ultrasound",official='Surgery'  r=0.40
F10_diverge_official,HEA_speciale_440347,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Lymfogr.ven. Ab","Copenhagen Practicing Doctors Laboratory, Lymphography-venography Abdomen",official='Copenhagen GP Laboratory (KPLL)'  r=0.49
F10_diverge_official,HEA_speciale_542140,HEA_speciale,"Fodterapi, Beh før 1 ny bøjle","Podiatry, Treatment Before 1 New Bunion",official='Podiatry'  r=0.35
F10_diverge_official,HEA_speciale_194110,HEA_speciale,"Øjenlægehjælp, Ope. Udad. ¯jenl. An","Eye assistance, Operative Outpatient Eye A",official='Ophthalmology service'  r=0.13
F10_diverge_official,HEA_speciale_80,HEA_speciale,Almen lægehjælp 80,General Medical Help 80,official='General practitioner'  r=0.42
F10_diverge_official,HEA_speciale_804045,HEA_speciale,"Almen lægehjælp 80, ¤2.A35Afstandstillæg","General Medical Help 80, Distance Travelled For Appointment",official='General practitioner'  r=0.33
F10_diverge_official,HEA_speciale_614007,HEA_speciale,"Fysioterapi 61, Holdtr. 7 per. egne","Physiotherapy 61, Supervised Training 7 Periods Own",official='Physiotherapy 61'  r=0.48
F10_diverge_official,HEA_speciale_652201,HEA_speciale,"Vederlagsfri ridefysioterapi, Afstandstil.pt.hjem","Vederlagsfri ridefysioterapi, Afstandstil.pt.hjem",official='Free-of-charge horseback-riding physiotherapy'  r=0.33
F10_diverge_official,HEA_speciale_213116,HEA_speciale,"Ørelægehjælp, Bihuleoperat.,Antro.","Ear help, Bi-hemispherical operation, Middle ear",official='ENT service'  r=0.28
F10_diverge_official,HEA_speciale_213012,HEA_speciale,"Ørelægehjælp, Operat. Kæbe. Tandl.","Ear Doctor Help, Ear Surgery Dental",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_804504,HEA_speciale,"Almen lægehjælp 80, diagn.hjælp psyk.dia","General Medical Help 80, Diagnostic Help Psychiatric Diagnosis",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_650433,HEA_speciale,"Vederlagsfri ridefysioterapi, Rideklub u.hal 3 prs","Vederlagsfri ridefysioterapi, Rideklub u.hal 3 prs",official='Free-of-charge horseback-riding physiotherapy'  r=0.32
F10_diverge_official,HEA_speciale_804165,HEA_speciale,"Almen lægehjælp 80, Motion/recept udredn","General Medical Help 80, Exercise/Prescription Investigation",official='General practitioner'  r=0.43
F10_diverge_official,HEA_speciale_835002,HEA_speciale,"Vagtlægehjælp 83, Sindslid. Genindlæg.","Ambulatory Care, Mental Health Red Admission",official='On-call GP service 83'  r=0.19
F10_diverge_official,HEA_speciale_857136,HEA_speciale,"Præhospital, B-glukose(fotometer)","Pre-hospital, Blood Glucose (using meter)",official='Pre-hospital'  r=0.46
F10_diverge_official,HEA_speciale_817175,HEA_speciale,"KFA-vagtordning 81, Svang.reak.,urinc. 4","KFA-vagtordning 81, Svang.reak.,urinc. 4",official='KFA on-call service 81'  r=0.32
F10_diverge_official,HEA_speciale_180210,HEA_speciale,"Neuromedicin, Neurokir. 1.Kons.","Neurology, Neurosurgery Initial Consultation",official='Neurology'  r=0.35
F10_diverge_official,HEA_speciale_196415,HEA_speciale,"Øjenlægehjælp, Grå stær","Eye Care, Major Assistance",official='Ophthalmology service'  r=0.22
F10_diverge_official,HEA_speciale_092115,HEA_speciale,"Kirurgi, Dopplerundersøgelse","Surgery, Doppler Examination",official='Surgery'  r=0.41
F10_diverge_official,HEA_speciale_194108,HEA_speciale,"Øjenlægehjælp, Fjern. Pterygium  An","Ophthalmological Assistance, Removal of Pterygium An",official='Ophthalmology service'  r=0.42
F10_diverge_official,HEA_speciale_094120,HEA_speciale,"Kirurgi, Fjer. Svulst H. 1.An","Surgery, Removal of Tumor H. 1.An",official='Surgery'  r=0.38
F10_diverge_official,HEA_speciale_804490,HEA_speciale,"Almen lægehjælp 80, ukendt","General medical assistance 80, Unknown",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_092161,HEA_speciale,"Kirurgi, tolkebistand","Surgery, Interpretive Assistance",official='Surgery'  r=0.37
F10_diverge_official,HEA_speciale_804119,HEA_speciale,"Almen lægehjælp 80, Længerevar.sygeb.A60","General Medical Assistance 80, Longer Illness Absence A60",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_804150,HEA_speciale,"Almen lægehjælp 80, Forb. helbredsssamt","General medical assistance 80, Routine health conversation",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_808172,HEA_speciale,"Almen lægehjælp 80, 3 moduler","General medical assistance 80, 3 modules",official='General practitioner'  r=0.31
F10_diverge_official,HEA_speciale_077175,HEA_speciale,"Gynækologi/obstetrik, U-Svangersk. Reakt.3","Obstetrics and Gynecology, US Pregnancy Reaction 3",official='Gynaecology/obstetrics'  r=0.28
F10_diverge_official,HEA_speciale_094112,HEA_speciale,"Kirurgi, Bougiebeh. Uret.1.An","Surgery, Bougie Treatment Urinary Tract 1 Anesthesia",official='Surgery'  r=0.24
F10_diverge_official,HEA_speciale_817108,HEA_speciale,"KFA-vagtordning 81, B-hæmoglob.(fotom.)4","KFA duty schedule 81, Hemoglobin Measurement (photometric) 4",official='KFA on-call service 81'  r=0.27
F10_diverge_official,HEA_speciale_046130,HEA_speciale,"Dermato-venerologi, Venero. Senere Kons.","Dermatology and Venereology, Venereal Disease Later Consultation",official='Dermato-venereology'  r=0.44
F10_diverge_official,HEA_speciale_810102,HEA_speciale,"KFA-vagtordning 81, Beh. 2.sikr.i sa.hj.","KFA duty schedule 81, Treatment 2nd security in short stay病房翻译可能不太准确，""sa.hj.""应指代短期住院或日间手术，此处更正为Day Surgery：""KFA duty schedule 81, Treatment 2nd security in Day Surgery""",official='KFA on-call service 81'  r=0.12
F10_diverge_official,HEA_speciale_265005,HEA_speciale,"Børnepsykiatri, koord.beh.møde a101","Child psychiatry, coordinated behavioral intervention NOS",official='Child psychiatry'  r=0.44
F10_diverge_official,HEA_speciale_203802,HEA_speciale,"Ortopædisk kirurgi, Op.årekn.ex.lysk.hø","Orthopedic surgery, operative resection of exostosis NEC",official='Orthopaedic surgery'  r=0.49
F10_diverge_official,HEA_speciale_073811,HEA_speciale,"Gynækologi/obstetrik, 1. kons. abort","Obstetrics and gynecology, first consultation for abortion",official='Gynaecology/obstetrics'  r=0.25
F10_diverge_official,HEA_speciale_804013,HEA_speciale,"Almen lægehjælp 80, Udskrivningskonfer.","General medical assistance 80, Discharge conference",official='General practitioner'  r=0.40
F10_diverge_official,HEA_speciale_817136,HEA_speciale,"KFA-vagtordning 81, B-glukose (fotom.) 4","KFA-vagtordning 81, B-glukose (fotom.) 4",official='KFA on-call service 81'  r=0.30
F10_diverge_official,HEA_speciale_837183,HEA_speciale,"Vagtlægehjælp 83, Lungefunkt.unders. 3","Ward care assistance 83, Pulmonary function testing 3",official='On-call GP service 83'  r=0.25
F10_diverge_official,HEA_speciale_214123,HEA_speciale,"Ørelægehjælp, Myringoplast. m. ris","Ear help, Myringoplasty with tube",official='ENT service'  r=0.14
F10_diverge_official,HEA_speciale_214011,HEA_speciale,"Ørelægehjælp, Operat. Ydre Næse An","Ear Nose Throat Help, Surgical. External Nasal Anatomy",official='ENT service'  r=0.25
F10_diverge_official,HEA_speciale_214029,HEA_speciale,"Ørelægehjælp, Beh. af næsebl. m. t","Ear, Nose and Throat Treatment of Nasal Bleeding with T",official='ENT service'  r=0.22
F10_diverge_official,HEA_speciale_093165,HEA_speciale,"Kirurgi, Opr.vandbrok, testes","Surgery, Orchidopexy, Testicle",official='Surgery'  r=0.40
F10_diverge_official,HEA_speciale_650434,HEA_speciale,"Vederlagsfri ridefysioterapi, Rideklub u. hal 4 pr","Vederlagsfri ridefysioterapi, Rideklub u. hal 4 pr",official='Free-of-charge horseback-riding physiotherapy'  r=0.32
F10_diverge_official,HEA_speciale_094136,HEA_speciale,"Kirurgi, Analoperat. 1. An.","Surgery, Anal Surgery. First Anorectal",official='Surgery'  r=0.33
F10_diverge_official,HEA_speciale_093800,HEA_speciale,"Kirurgi, Dopplerus. af vener","Surgery, Venous Doppler Ultrasound",official='Surgery'  r=0.35
F10_diverge_official,HEA_speciale_832135,HEA_speciale,"Vagtlægehjælp 83, Udfyld. af dødsa.s.2","Maternity Care Assistance 83, Completion of Dental Form.2",official='On-call GP service 83'  r=0.24
F10_diverge_official,HEA_speciale_834423,HEA_speciale,"Vagtlægehjælp 83, besøg a42","Home Help 83, visit a42",official='On-call GP service 83'  r=0.28
F10_diverge_official,HEA_speciale_257208,HEA_speciale,"Pædiatri, Ekg  3 Ext. 3 Præ. 9","Pediatrics, EKG 3 Ext. 3 Leads 9",official='Paediatrics'  r=0.49
F10_diverge_official,HEA_speciale_194102,HEA_speciale,"Øjenlægehjælp, Fjern. Fremmedleg.An","Eye care, Removal Foreign Object",official='Ophthalmology service'  r=0.19
F10_diverge_official,HEA_speciale_194007,HEA_speciale,"Øjenlægehjælp, Ope. Indad. ¯jenl.An","Eye Care, Intraocular Eye Surgery AN",official='Ophthalmology service'  r=0.18
F10_diverge_official,HEA_speciale_822109,HEA_speciale,"Kak vagtlægehjælp 82, Anlæg. Af Im.Bandage","Night Home Help 82, Application of Immobilization Bandage",official='KAK on-call GP 82'  r=0.16
F10_diverge_official,HEA_speciale_094113,HEA_speciale,"Kirurgi, Injekt. Hæmorr. 1.An","Surgery, Injection Hemorrhoid 1.An",official='Surgery'  r=0.36
F10_diverge_official,HEA_speciale_807150,HEA_speciale,"Almen lægehjælp 80, Prothrombin        6","General medical assistance 80, Prothrombin 6.",official='General practitioner'  r=0.38
F10_diverge_official,HEA_speciale_094124,HEA_speciale,"Kirurgi, Revision Sår 1.  An.","Surgery, Reoperation Sore Throat 1 An.",official='Surgery'  r=0.33
F10_diverge_official,HEA_speciale_195012,HEA_speciale,"Øjenlægehjælp, Opr.for gråstær/B035","Eye care, Treatment for conjunctivitis/B035.",official='Ophthalmology service'  r=0.13
F10_diverge_official,HEA_speciale_213133,HEA_speciale,"Ørelægehjælp, Infudnibulektomi","Ear Nose and Throat Help, Infundibulotomy",official='ENT service'  r=0.24
F10_diverge_official,HEA_speciale_808901,HEA_speciale,"Almen lægehjælp 80, Tillæg til vacc.hon.","General Medical Help 80, Additional to Vaccination Appointment",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_094224,HEA_speciale,"Kirurgi, Revision Sår Fg. An","Surgery, Revisions of Abdominal Surgery",official='Surgery'  r=0.31
F10_diverge_official,HEA_speciale_822134,HEA_speciale,"Kak vagtlægehjælp 82, Ligsyn udf.dødsa.s.1","Gynecological Help 82, Obstetric Examination Completed According to 1",official='KAK on-call GP 82'  r=0.21
F10_diverge_official,HEA_speciale_804066,HEA_speciale,"Almen lægehjælp 80, Afst.tillæg 4-8 Km","General medical assistance 80, Referral distance 4-8 km",official='General practitioner'  r=0.35
F10_diverge_official,HEA_speciale_445515,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Præc.Ab x 2;P","Copenhagen Practicing Doctors Laboratory, Precipitate antibody test x 2;P",official='Copenhagen GP Laboratory (KPLL)'  r=0.49
F10_diverge_official,HEA_speciale_203803,HEA_speciale,"Ortopædisk kirurgi, Op.årekn.ex lysk.ve","Orthopedic surgery, Operation planning with light anesthesia",official='Orthopaedic surgery'  r=0.46
F10_diverge_official,HEA_speciale_443082,HEA_speciale,"Københavns Praktiserende Lægers Laboratorium, Sj>grensynd.Ab;P","Copenhagen Practicing Doctors Laboratory, Sjogren's syndrome antibody test;P",official='Copenhagen GP Laboratory (KPLL)'  r=0.48
F10_diverge_official,HEA_speciale_542154,HEA_speciale,"Fodterapi, Indlæg type 2 enkelt","Podiatry, Type 2 single admission",official='Podiatry'  r=0.40
F10_diverge_official,HEA_speciale_634502,HEA_speciale,"Psykologhjælp, 2.og efterf.kons a65","Psychological assistance, follow-up consultation NOS",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_804101,HEA_speciale,"Almen lægehjælp 80, Vac ifm udbru a/ssyg","General physician assistance 80, Vaginal bleeding investigation/assessment",official='General practitioner'  r=0.37
F10_diverge_official,HEA_speciale_193012,HEA_speciale,"Øjenlægehjælp, Skeleoperation","Ophthalmological assistance, Skeletal operation",official='Ophthalmology service'  r=0.45
F10_diverge_official,HEA_speciale_822502,HEA_speciale,"Kak vagtlægehjælp 82, Lægehjælp       2502","Gynecological physician assistance 82, Physician help 2502",official='KAK on-call GP 82'  r=0.24
F10_diverge_official,HEA_speciale_633301,HEA_speciale,"Psykologhjælp, Gr.kon 3pers 1 kon","Psychological assistance, Group consultation 3 persons 1 session",official='Psychology service'  r=0.32
F10_diverge_official,HEA_speciale_815001,HEA_speciale,"KFA-vagtordning 81, Sindslid. 1. Indlæg","Psychiatry ward order 81, Mental distress. 1. Admission",official='KFA on-call service 81'  r=0.22
F10_diverge_official,HEA_speciale_897183,HEA_speciale,"KFA-vagtordning 89, Lungefunkt. unders.3","KFA-vagtordning 89, Lungefunkt. unders.3",official='KFA on-call service 89'  r=0.31
F10_diverge_official,HEA_speciale_214042,HEA_speciale,"Ørelægehjælp, Fjer. tumor u.sutur","Ear Nose and Throat Help, Foreign body removal without suturing",official='ENT service'  r=0.19
F10_diverge_official,HEA_speciale_045125,HEA_speciale,"Dermato-venerologi, 1.kons digi.foto a35","Dermatology and venereology, 1st consult digital photo a35",official='Dermato-venereology'  r=0.47
F10_diverge_official,HEA_speciale_093218,HEA_speciale,"Kirurgi, Fjern. Negl     Flg.","Surgery, Nail Removal Flg.",official='Surgery'  r=0.45
F10_diverge_official,HEA_speciale_093213,HEA_speciale,"Kirurgi, Injekt. Hæmorr. Flg.","Surgery, Injection Hemorrhoid Flushing",official='Surgery'  r=0.32
F10_diverge_official,HEA_speciale_804056,HEA_speciale,"Almen lægehjælp 80, Konsultation A50","General Medical Help 80, Consultation A50",official='General practitioner'  r=0.43
F10_diverge_official,HEA_speciale_070297,HEA_speciale,"Gynækologi/obstetrik, Tlf.rådg.prakt.læge","Gynecology/obstetrics, Telephone consultation with general practitioner",official='Gynaecology/obstetrics'  r=0.46
F10_diverge_official,HEA_speciale_095012,HEA_speciale,"Kirurgi, Gastroscopi, amt 20","Surgery, Gastroscopy, County 20",official='Surgery'  r=0.39
F10_diverge_official,HEA_speciale_045051,HEA_speciale,"Dermato-venerologi, venero.2.kons. a80","Dermatology and venereology, venereal second consultation a80",official='Dermato-venereology'  r=0.46
F10_diverge_official,HEA_speciale_213033,HEA_speciale,"Ørelægehjælp, Infudnibulektomi","Ear Nose and Throat Help, Infundibulotomy",official='ENT service'  r=0.24
F10_diverge_official,HEA_speciale_215207,HEA_speciale,"Ørelægehjælp, Forunds.  3 A20","Ear doctor assistance, Initial examination 3 A20",official='ENT service'  r=0.17
F10_diverge_official,HEA_speciale_213131,HEA_speciale,"Ørelægehjælp, Alaplastik","Ear doctor assistance, Basic plastic surgery",official='ENT service'  r=0.19
F10_diverge_official,HEA_speciale_214012,HEA_speciale,"Ørelægehjælp, Oper. Kæbe Tandl.An.","Ear doctor assistance, Surgical lower jaw tooth extraction Tandl.An.",official='ENT service'  r=0.13
F10_diverge_official,HEA_speciale_515101,HEA_speciale,"Fysioterapi 51, Forundersøgelse A65","Physiotherapy 51, Initial examination A65",official='Physiotherapy'  r=0.49
F10_diverge_official,HEA_speciale_830201,HEA_speciale,"Vagtlægehjælp 83, Tlf.Kons.","Gynecological doctor assistance 83, Telephone consultation",official='On-call GP service 83'  r=0.31
F10_diverge_official,HEA_speciale_804029,HEA_speciale,"Almen lægehjælp 80, Forebygkons diabetes","General medical assistance 80, Diabetes prevention consultation",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_090205,HEA_speciale,"Kirurgi, Tlf.rådg.prakt.læge","Surgery, Telephone consultation by practitioner",official='Surgery'  r=0.26
F10_diverge_official,HEA_speciale_835003,HEA_speciale,"Vagtlægehjælp 83, Sindslid. Tvangsindl","Ward assistance 83, Mental illness. Forced admission",official='On-call GP service 83'  r=0.23
F10_diverge_official,HEA_speciale_019001,HEA_speciale,"Anæsthesiologi, Kørselsgodtgør.  I","Anesthesiology, Certification of fitness for work I",official='Anaesthesiology'  r=0.43
F10_diverge_official,HEA_speciale_827136,HEA_speciale,"Kak vagtlægehjælp 82, B-glukose (fotom.) 4","Continuous ward assistance 82, Blood glucose (photometry) 4",official='KAK on-call GP 82'  r=0.16
F10_diverge_official,HEA_speciale_822106,HEA_speciale,"Kak vagtlægehjælp 82, Fjernelse af ørevoks","Continuous ward assistance 82, Removal of stitches",official='KAK on-call GP 82'  r=0.18
F10_diverge_official,HEA_speciale_832108,HEA_speciale,"Vagtlægehjælp 83, Næsetamponade M.V.","Obstetric assistance 83, Nasal tamponade M.V.",official='On-call GP service 83'  r=0.32
F10_diverge_official,HEA_speciale_804122,HEA_speciale,"Almen lægehjælp 80, test svangerdiab.a35","General medical assistance 80, Test pregnancy diabetes A35",official='General practitioner'  r=0.29
F10_diverge_official,HEA_speciale_570311,HEA_speciale,"Ridefysioterapi, Fys.hon.? tim. 1.prs","Riding physiotherapy, Physiotherapy horseback riding? hours 1 person",official='Horseback-riding physiotherapy'  r=0.42
F10_diverge_official,HEA_speciale_834045,HEA_speciale,"Vagtlægehjælp 83, ¤2.A35Afstandstillæg","Obstetric assistance 83, Distance measurement A35",official='On-call GP service 83'  r=0.29
F10_diverge_official,HEA_speciale_804551,HEA_speciale,"Almen lægehjælp 80, Ud.møde telhen ¤2A35","General medical assistance 80, External measurement telhorm A35",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_804202,HEA_speciale,"Almen lægehjælp 80, Afst.tillæg 4-8 Km","General medical assistance 80, Referral distance 4-8 km",official='General practitioner'  r=0.35
F10_diverge_official,HEA_speciale_636001,HEA_speciale,"Psykologhjælp, Afstandst. 0-4 km","Psychological assistance, Distance treatment 0-4 km",official='Psychology service'  r=0.35
F10_diverge_official,HEA_speciale_214037,HEA_speciale,"Ørelægehjælp, Oper. af kort tung.","Ear Nose and Throat help, Operation of short palate.",official='ENT service'  r=0.20
F10_diverge_official,HEA_speciale_650332,HEA_speciale,"Vederlagsfri ridefysioterapi, Rideskole u.hal 2 pr","Vederlagsfri ridefysioterapi, Rideskole u.hal 2 pr",official='Free-of-charge horseback-riding physiotherapy'  r=0.32
F10_diverge_official,HEA_speciale_804903,HEA_speciale,"Almen lægehjælp 80, ukendt","General medical assistance 80, Unknown",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_808316,HEA_speciale,"Almen lægehjælp 80, HepaBvac barn 12 mdr","General medical help 80, Hepatitis B vaccine child 12 months",official='General practitioner'  r=0.38
F10_diverge_official,HEA_speciale_804203,HEA_speciale,"Almen lægehjælp 80, Afst.tillæg 8-12 Km","General Physician Help 80, Referral Distance 8-12 Km",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_804105,HEA_speciale,"Almen lægehjælp 80, HebB stofmis mæn sex","General Physician Help 80, Substance Misuse Related to Male Sexual Activity",official='General practitioner'  r=0.32
F10_diverge_official,HEA_speciale_812111,HEA_speciale,"KFA-vagtordning 81, 1. Beh. Knoglebrud","Orthopedic on-call schedule 81, 1st Treatment of Bone Fracture",official='KFA on-call service 81'  r=0.36
F10_diverge_official,HEA_speciale_612101,HEA_speciale,"Fysioterapi 61, Plejehjem 0 - 4 Km","Physical Therapy 61, Nursing Home within 0 - 4 Km",official='Physiotherapy 61'  r=0.47
F10_diverge_official,HEA_speciale_804656,HEA_speciale,"Almen lægehjælp 80, Hjemmebesøg","General Medical Help 80, Home Visit",official='General practitioner'  r=0.41
F10_diverge_official,HEA_speciale_514551,HEA_speciale,"Fysioterapi 51, Normalbeh lbp amt60","Physical Therapy 51, Standard Treatment for Lower Back Pain Amt60",official='Physiotherapy'  r=0.31
F10_diverge_official,HEA_speciale_094162,HEA_speciale,"Kirurgi, a.temp.biopsi 1.an","Surgery, Biopsy of Left Temporal Lobe 1st",official='Surgery'  r=0.30
F10_diverge_official,HEA_speciale_802116,HEA_speciale,"Almen lægehjælp 80, Paracent.-Trommehnd","General Medical Help 80, Paracentesis-Tympanostomy",official='General practitioner'  r=0.38
F10_diverge_official,HEA_speciale_804420,HEA_speciale,"Almen lægehjælp 80, konsultation a42","General medical assistance 80, consultation a42",official='General practitioner'  r=0.39
F10_diverge_official,HEA_speciale_808315,HEA_speciale,"Almen lægehjælp 80, HepaB vac barn 2mdr","General medical assistance 80, HepB vaccine second dose",official='General practitioner'  r=0.38
F10_diverge_official,HEA_speciale_624107,HEA_speciale,"Vederlagsfri fysioterapi, Holdtræn. 7 personer","Fee-exempt physiotherapy, Group training 7 persons",official='Free-of-charge physiotherapy'  r=0.49
F10_diverge_official,HEA_speciale_592163,HEA_speciale,"Fodbehandling arvævspat., Afstill pl/pen +10km","Foot treatment hereditary patella subluxation, Remove loose bodies and foreign bodies +10km","official='Foot treatment, scar-tissue patients'  r=0.38"
F10_diverge_official,HEA_speciale_808167,HEA_speciale,"Almen lægehjælp 80, III. Mirkos. a. bio.","General medical assistance 80, III. Microscopy a. bio.",official='General practitioner'  r=0.34
F10_diverge_official,HEA_speciale_213129,HEA_speciale,"Ørelægehjælp, Beh. af næsebl. m. t","Ear, Nose and Throat Treatment of Nasal Bleeding with T",official='ENT service'  r=0.22
F10_diverge_official,HEA_speciale_19,HEA_speciale,Øjenlægehjælp,Eye medical assistance,official='Ophthalmology service'  r=0.19
F10_diverge_official,HEA_speciale_812118,HEA_speciale,"KFA-vagtordning 81, Operation/betændelse","KFA-duty schedule 81, Operation/procedure",official='KFA on-call service 81'  r=0.35
F10_diverge_official,HEA_speciale_077177,HEA_speciale,"Gynækologi/obstetrik, B-Sedimentat.Reakt.2","Obstetrics and gynecology, B-Sedimentation Reaction 2",official='Gynaecology/obstetrics'  r=0.27
F10_diverge_official,HEA_speciale_219001,HEA_speciale,"Ørelægehjælp, Kørselsgodtgør.  I","Ear help, Cross-reference I",official='ENT service'  r=0.38
F10_diverge_official,HEA_speciale_838213,HEA_speciale,"Vagtlægehjælp 83, 3.Undersøgelse","Duty doctor help 83, 3.Examination",official='On-call GP service 83'  r=0.23
F10_diverge_official,HEA_speciale_077419,HEA_speciale,"Gynækologi/obstetrik, Serum-progestero.  6","Obstetrics and gynecology, Serum progesterone 6",official='Gynaecology/obstetrics'  r=0.29
F10_diverge_official,HEA_speciale_611012,HEA_speciale,"Fysioterapi 61, Biomeka. bev. terapi","Physiotherapy 61, Biomechanical rehabilitation therapy",official='Physiotherapy 61'  r=0.46
F10_diverge_official,HEA_speciale_094230,HEA_speciale,"Kirurgi, Fj.Svulst Bry. Fg.An","Surgery, Excision Subcutaneous Tumor Face Neck",official='Surgery'  r=0.27
F10_diverge_official,HEA_speciale_892107,HEA_speciale,"KFA-vagtordning 89, Fremmedlegeme Hud Mv","KFA duty schedule 89, Foreign Body Skin Etc.",official='KFA on-call service 89'  r=0.34
