family,code,suffix,own_label_da,own_label_en,own_conf,best_cross_family,best_cross_code,best_cross_label_da,best_cross_label_en,cooc_support,cooc_share,cooc_lift,recommended_label_da,recommended_label_en,recommended_source,recommended_confidence,cross_all,source
nace,LAB_nace_502040,502040,,,,branche,77_95132,,,760,0.9434,2230.963,,,none,none,"{""branche"": {""code"": ""77_95132"", ""n"": 760, ""share"": 0.9434, ""label_da"": """"}, ""db07"": {""code"": ""452030"", ""n"": 480, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_502050,502050,,,,branche,77_95133,,,4466,0.9586,1581.666,,,none,none,"{""branche"": {""code"": ""77_95133"", ""n"": 4466, ""share"": 0.9586, ""label_da"": """"}, ""db07"": {""code"": ""452020"", ""n"": 2434, ""share"": 0.9996, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_502060,502060,,,,branche,77_61191,,,3914,0.5631,186.691,,,none,none,"{""branche"": {""code"": ""77_61191"", ""n"": 3914, ""share"": 0.5631, ""label_da"": """"}, ""db07"": {""code"": ""452040"", ""n"": 1306, ""share"": 0.9992, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_502090,502090,,,,branche,77_95139,,,1256,0.9482,4903.229,,,none,none,"{""branche"": {""code"": ""77_95139"", ""n"": 1256, ""share"": 0.9482, ""label_da"": """"}, ""db07"": {""code"": ""522120"", ""n"": 1380, ""share"": 0.1862, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_503010,503010,,,,branche,77_61191,,,10986,0.919,304.679,,,none,none,"{""branche"": {""code"": ""77_61191"", ""n"": 10986, ""share"": 0.919, ""label_da"": """"}, ""db07"": {""code"": ""453100"", ""n"": 6144, ""share"": 0.9984, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_503020,503020,,,,db07,453200,,,1557,0.9968,2039.898,,,none,none,"{""branche"": {""code"": ""77_62212"", ""n"": 1506, ""share"": 0.911, ""label_da"": """"}, ""db07"": {""code"": ""453200"", ""n"": 1557, ""share"": 0.9968, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_504000,504000,,,,branche,77_62211,,,935,0.9529,159.168,,,none,none,"{""branche"": {""code"": ""77_62211"", ""n"": 935, ""share"": 0.9529, ""label_da"": """"}, ""db07"": {""code"": ""454000"", ""n"": 896, ""share"": 0.9799, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_505010,505010,,,,branche,77_62213,,,468,0.906,216.735,,,none,none,"{""branche"": {""code"": ""77_62213"", ""n"": 468, ""share"": 0.906, ""label_da"": """"}, ""db07"": {""code"": ""473000"", ""n"": 103, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_505020,505020,,,,branche,77_62213,,,33240,0.8809,210.734,,,none,none,"{""branche"": {""code"": ""77_62213"", ""n"": 33240, ""share"": 0.8809, ""label_da"": """"}, ""db07"": {""code"": ""473000"", ""n"": 12122, ""share"": 0.9978, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511100,511100,,,,branche,77_61312,,,1551,0.8717,2961.819,,,none,none,"{""branche"": {""code"": ""77_61312"", ""n"": 1551, ""share"": 0.8717, ""label_da"": """"}, ""db07"": {""code"": ""461100"", ""n"": 306, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511200,511200,,,,branche,77_61311,,,406,0.9507,621.35,,,none,none,"{""branche"": {""code"": ""77_61311"", ""n"": 406, ""share"": 0.9507, ""label_da"": """"}, ""db07"": {""code"": ""461200"", ""n"": 169, ""share"": 0.9467, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511300,511300,,,,branche,77_61311,,,401,0.9451,617.689,,,none,none,"{""branche"": {""code"": ""77_61311"", ""n"": 401, ""share"": 0.9451, ""label_da"": """"}, ""db07"": {""code"": ""461300"", ""n"": 247, ""share"": 0.9757, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511400,511400,,,,branche,77_61311,,,1259,0.9357,611.498,,,none,none,"{""branche"": {""code"": ""77_61311"", ""n"": 1259, ""share"": 0.9357, ""label_da"": """"}, ""db07"": {""code"": ""461400"", ""n"": 997, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511500,511500,,,,branche,77_61311,,,762,0.9475,619.238,,,none,none,"{""branche"": {""code"": ""77_61311"", ""n"": 762, ""share"": 0.9475, ""label_da"": """"}, ""db07"": {""code"": ""461500"", ""n"": 510, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511600,511600,,,,db07,461600,,,1491,0.998,2131.448,,,none,none,"{""branche"": {""code"": ""77_61319"", ""n"": 2934, ""share"": 0.4659, ""label_da"": """"}, ""db07"": {""code"": ""461600"", ""n"": 1491, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511710,511710,,,,branche,77_61315,,,533,0.9118,13310.35,,,none,none,"{""branche"": {""code"": ""77_61315"", ""n"": 533, ""share"": 0.9118, ""label_da"": """"}, ""db07"": {""code"": ""461710"", ""n"": 176, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511790,511790,,,,branche,77_61314,,,2203,0.433,2895.876,,,none,none,"{""branche"": {""code"": ""77_61314"", ""n"": 2203, ""share"": 0.433, ""label_da"": """"}, ""db07"": {""code"": ""461790"", ""n"": 173, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511800,511800,,,,branche,77_61311,,,1648,0.9424,615.871,,,none,none,"{""branche"": {""code"": ""77_61311"", ""n"": 1648, ""share"": 0.9424, ""label_da"": """"}, ""db07"": {""code"": ""461800"", ""n"": 1116, ""share"": 0.9991, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_511900,511900,,,,branche,77_61311,,,4501,0.9165,598.95,,,none,none,"{""branche"": {""code"": ""77_61311"", ""n"": 4501, ""share"": 0.9165, ""label_da"": """"}, ""db07"": {""code"": ""461900"", ""n"": 1519, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_512100,512100,,,,branche,77_61161,,,14916,0.8857,455.602,,,none,none,"{""branche"": {""code"": ""77_61161"", ""n"": 14916, ""share"": 0.8857, ""label_da"": """"}, ""db07"": {""code"": ""462100"", ""n"": 3742, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_512200,512200,,,,branche,77_61158,,,4939,0.9387,1381.74,,,none,none,"{""branche"": {""code"": ""77_61158"", ""n"": 4939, ""share"": 0.9387, ""label_da"": """"}, ""db07"": {""code"": ""462200"", ""n"": 2129, ""share"": 0.9995, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_512300,512300,,,,branche,77_61163,,,1771,0.8989,3664.875,,,none,none,"{""branche"": {""code"": ""77_61163"", ""n"": 1771, ""share"": 0.8989, ""label_da"": """"}, ""db07"": {""code"": ""462300"", ""n"": 652, ""share"": 0.9985, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_512400,512400,,,,branche,77_61164,,,569,0.9631,12006.084,,,none,none,"{""branche"": {""code"": ""77_61164"", ""n"": 569, ""share"": 0.9631, ""label_da"": """"}, ""db07"": {""code"": ""462400"", ""n"": 136, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513100,513100,,,,branche,77_61114,,,6030,0.8929,1156.457,,,none,none,"{""branche"": {""code"": ""77_61114"", ""n"": 6030, ""share"": 0.8929, ""label_da"": """"}, ""db07"": {""code"": ""463100"", ""n"": 2834, ""share"": 0.9866, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513200,513200,,,,branche,77_61112,,,7213,0.8686,897.614,,,none,none,"{""branche"": {""code"": ""77_61112"", ""n"": 7213, ""share"": 0.8686, ""label_da"": """"}, ""db07"": {""code"": ""463200"", ""n"": 2603, ""share"": 0.9954, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513300,513300,,,,branche,77_61115,,,3655,0.8372,1937.369,,,none,none,"{""branche"": {""code"": ""77_61115"", ""n"": 3655, ""share"": 0.8372, ""label_da"": """"}, ""db07"": {""code"": ""463300"", ""n"": 874, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513410,513410,,,,branche,77_61119,,,4377,0.9543,1604.917,,,none,none,"{""branche"": {""code"": ""77_61119"", ""n"": 4377, ""share"": 0.9543, ""label_da"": """"}, ""db07"": {""code"": ""463410"", ""n"": 1013, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513420,513420,,,,branche,77_61121,,,3860,0.9223,1475.04,,,none,none,"{""branche"": {""code"": ""77_61121"", ""n"": 3860, ""share"": 0.9223, ""label_da"": """"}, ""db07"": {""code"": ""463420"", ""n"": 2050, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513490,513490,,,,branche,77_61111,,,159,0.9434,368.769,,,none,none,"{""branche"": {""code"": ""77_61111"", ""n"": 159, ""share"": 0.9434, ""label_da"": """"}, ""db07"": {""code"": ""463410"", ""n"": 90, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513500,513500,,,,branche,77_61122,,,497,0.9557,14589.504,,,none,none,"{""branche"": {""code"": ""77_61122"", ""n"": 497, ""share"": 0.9557, ""label_da"": """"}, ""db07"": {""code"": ""463500"", ""n"": 230, ""share"": 0.987, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513600,513600,,,,branche,77_61117,,,2561,0.9496,2764.759,,,none,none,"{""branche"": {""code"": ""77_61117"", ""n"": 2561, ""share"": 0.9496, ""label_da"": """"}, ""db07"": {""code"": ""463600"", ""n"": 1414, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513700,513700,,,,branche,77_61116,,,2146,0.9245,2920.951,,,none,none,"{""branche"": {""code"": ""77_61116"", ""n"": 2146, ""share"": 0.9245, ""label_da"": """"}, ""db07"": {""code"": ""463700"", ""n"": 847, ""share"": 0.9988, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513810,513810,,,,branche,77_61113,,,8079,0.9174,831.754,,,none,none,"{""branche"": {""code"": ""77_61113"", ""n"": 8079, ""share"": 0.9174, ""label_da"": """"}, ""db07"": {""code"": ""463810"", ""n"": 1952, ""share"": 0.9995, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513820,513820,,,,branche,77_61118,,,1353,0.898,5266.506,,,none,none,"{""branche"": {""code"": ""77_61118"", ""n"": 1353, ""share"": 0.898, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513830,513830,,,,branche,77_61111,,,1275,0.9333,364.835,,,none,none,"{""branche"": {""code"": ""77_61111"", ""n"": 1275, ""share"": 0.9333, ""label_da"": """"}, ""db07"": {""code"": ""463890"", ""n"": 497, ""share"": 0.996, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513890,513890,,,,branche,77_61111,,,2563,0.9368,366.188,,,none,none,"{""branche"": {""code"": ""77_61111"", ""n"": 2563, ""share"": 0.9368, ""label_da"": """"}, ""db07"": {""code"": ""463890"", ""n"": 607, ""share"": 0.9951, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_513900,513900,,,,branche,77_61111,,,15062,0.8893,347.633,,,none,none,"{""branche"": {""code"": ""77_61111"", ""n"": 15062, ""share"": 0.8893, ""label_da"": """"}, ""db07"": {""code"": ""463900"", ""n"": 8311, ""share"": 0.9999, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514100,514100,,,,branche,77_61132,,,3748,0.9232,1380.241,,,none,none,"{""branche"": {""code"": ""77_61132"", ""n"": 3748, ""share"": 0.9232, ""label_da"": """"}, ""db07"": {""code"": ""464100"", ""n"": 1868, ""share"": 0.9711, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514210,514210,,,,branche,77_61131,,,17495,0.9334,376.674,,,none,none,"{""branche"": {""code"": ""77_61131"", ""n"": 17495, ""share"": 0.9334, ""label_da"": """"}, ""db07"": {""code"": ""464210"", ""n"": 11198, ""share"": 0.9969, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514220,514220,,,,db07,464220,,,1162,0.9966,2722.152,,,none,none,"{""branche"": {""code"": ""77_61133"", ""n"": 1046, ""share"": 0.9264, ""label_da"": """"}, ""db07"": {""code"": ""464220"", ""n"": 1162, ""share"": 0.9966, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514310,514310,,,,branche,77_61144,,,2560,0.9656,1473.436,,,none,none,"{""branche"": {""code"": ""77_61144"", ""n"": 2560, ""share"": 0.9656, ""label_da"": """"}, ""db07"": {""code"": ""464310"", ""n"": 1459, ""share"": 0.9918, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514320,514320,,,,branche,77_61142,,,3993,0.9419,1116.378,,,none,none,"{""branche"": {""code"": ""77_61142"", ""n"": 3993, ""share"": 0.9419, ""label_da"": """"}, ""db07"": {""code"": ""464320"", ""n"": 1336, ""share"": 0.9963, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514330,514330,,,,branche,77_61142,,,1907,0.8909,1055.966,,,none,none,"{""branche"": {""code"": ""77_61142"", ""n"": 1907, ""share"": 0.8909, ""label_da"": """"}, ""db07"": {""code"": ""464330"", ""n"": 754, ""share"": 0.9138, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514340,514340,,,,branche,77_61144,,,1974,0.9514,1451.681,,,none,none,"{""branche"": {""code"": ""77_61144"", ""n"": 1974, ""share"": 0.9514, ""label_da"": """"}, ""db07"": {""code"": ""464350"", ""n"": 1155, ""share"": 0.4416, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514410,514410,,,,branche,77_61143,,,1708,0.9485,513.589,,,none,none,"{""branche"": {""code"": ""77_61143"", ""n"": 1708, ""share"": 0.9485, ""label_da"": """"}, ""db07"": {""code"": ""464410"", ""n"": 517, ""share"": 0.9981, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514420,514420,,,,branche,77_61151,,,1684,0.9145,881.542,,,none,none,"{""branche"": {""code"": ""77_61151"", ""n"": 1684, ""share"": 0.9145, ""label_da"": """"}, ""db07"": {""code"": ""464420"", ""n"": 927, ""share"": 0.9849, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514500,514500,,,,branche,77_61151,,,6161,0.8859,853.978,,,none,none,"{""branche"": {""code"": ""77_61151"", ""n"": 6161, ""share"": 0.8859, ""label_da"": """"}, ""db07"": {""code"": ""464500"", ""n"": 2789, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514610,514610,,,,branche,77_61152,,,8337,0.9319,862.949,,,none,none,"{""branche"": {""code"": ""77_61152"", ""n"": 8337, ""share"": 0.9319, ""label_da"": """"}, ""db07"": {""code"": ""464610"", ""n"": 6349, ""share"": 0.9942, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514620,514620,,,,branche,77_61185,,,5420,0.9445,1217.487,,,none,none,"{""branche"": {""code"": ""77_61185"", ""n"": 5420, ""share"": 0.9445, ""label_da"": """"}, ""db07"": {""code"": ""464620"", ""n"": 2964, ""share"": 0.997, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514705,514705,,,,branche,77_61141,,,4224,0.9179,1046.326,,,none,none,"{""branche"": {""code"": ""77_61141"", ""n"": 4224, ""share"": 0.9179, ""label_da"": """"}, ""db07"": {""code"": ""464700"", ""n"": 2119, ""share"": 0.9986, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514710,514710,,,,branche,77_61132,,,1138,0.8981,1342.725,,,none,none,"{""branche"": {""code"": ""77_61132"", ""n"": 1138, ""share"": 0.8981, ""label_da"": """"}, ""db07"": {""code"": ""467320"", ""n"": 450, ""share"": 0.7956, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514715,514715,,,,branche,77_61153,,,793,0.9193,1853.882,,,none,none,"{""branche"": {""code"": ""77_61153"", ""n"": 793, ""share"": 0.9193, ""label_da"": """"}, ""db07"": {""code"": ""464800"", ""n"": 693, ""share"": 0.9986, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514720,514720,,,,branche,77_61153,,,1570,0.935,1885.62,,,none,none,"{""branche"": {""code"": ""77_61153"", ""n"": 1570, ""share"": 0.935, ""label_da"": """"}, ""db07"": {""code"": ""464800"", ""n"": 616, ""share"": 0.9984, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514725,514725,,,,branche,77_61153,,,1442,0.88,1774.696,,,none,none,"{""branche"": {""code"": ""77_61153"", ""n"": 1442, ""share"": 0.88, ""label_da"": """"}, ""db07"": {""code"": ""464340"", ""n"": 446, ""share"": 0.9283, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514730,514730,,,,branche,77_61154,,,1356,0.8311,5220.332,,,none,none,"{""branche"": {""code"": ""77_61154"", ""n"": 1356, ""share"": 0.8311, ""label_da"": """"}, ""db07"": {""code"": ""464910"", ""n"": 313, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514735,514735,,,,branche,77_61155,,,2518,0.9297,1238.918,,,none,none,"{""branche"": {""code"": ""77_61155"", ""n"": 2518, ""share"": 0.9297, ""label_da"": """"}, ""db07"": {""code"": ""464910"", ""n"": 1603, ""share"": 0.9807, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514740,514740,,,,branche,77_61155,,,2704,0.9497,1265.567,,,none,none,"{""branche"": {""code"": ""77_61155"", ""n"": 2704, ""share"": 0.9497, ""label_da"": """"}, ""db07"": {""code"": ""464990"", ""n"": 822, ""share"": 0.9988, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514745,514745,,,,branche,77_61156,,,9313,0.9115,534.834,,,none,none,"{""branche"": {""code"": ""77_61156"", ""n"": 9313, ""share"": 0.9115, ""label_da"": """"}, ""db07"": {""code"": ""464920"", ""n"": 3104, ""share"": 0.9871, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514750,514750,,,,branche,77_61157,,,4333,0.9109,1467.413,,,none,none,"{""branche"": {""code"": ""77_61157"", ""n"": 4333, ""share"": 0.9109, ""label_da"": """"}, ""db07"": {""code"": ""464930"", ""n"": 2488, ""share"": 0.9992, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_514790,514790,,,,branche,77_61143,,,2055,0.9319,504.598,,,none,none,"{""branche"": {""code"": ""77_61143"", ""n"": 2055, ""share"": 0.9319, ""label_da"": """"}, ""db07"": {""code"": ""464990"", ""n"": 1440, ""share"": 0.9931, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515100,515100,,,,branche,77_61192,,,9594,0.8484,632.594,,,none,none,"{""branche"": {""code"": ""77_61192"", ""n"": 9594, ""share"": 0.8484, ""label_da"": """"}, ""db07"": {""code"": ""467100"", ""n"": 2881, ""share"": 0.9958, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515200,515200,,,,branche,77_61167,,,4072,0.9536,1680.694,,,none,none,"{""branche"": {""code"": ""77_61167"", ""n"": 4072, ""share"": 0.9536, ""label_da"": """"}, ""db07"": {""code"": ""467200"", ""n"": 2116, ""share"": 0.9551, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515310,515310,,,,branche,77_61168,,,22929,0.9428,212.374,,,none,none,"{""branche"": {""code"": ""77_61168"", ""n"": 22929, ""share"": 0.9428, ""label_da"": """"}, ""db07"": {""code"": ""467310"", ""n"": 16410, ""share"": 0.9614, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515320,515320,,,,branche,77_61171,,,1994,0.9122,3486.812,,,none,none,"{""branche"": {""code"": ""77_61171"", ""n"": 1994, ""share"": 0.9122, ""label_da"": """"}, ""db07"": {""code"": ""467320"", ""n"": 1280, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515400,515400,,,,branche,77_61169,,,22048,0.527,333.027,,,none,none,"{""branche"": {""code"": ""77_61169"", ""n"": 22048, ""share"": 0.527, ""label_da"": """"}, ""db07"": {""code"": ""467400"", ""n"": 10473, ""share"": 0.9808, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515500,515500,,,,branche,77_61166,,,5655,0.9254,1199.831,,,none,none,"{""branche"": {""code"": ""77_61166"", ""n"": 5655, ""share"": 0.9254, ""label_da"": """"}, ""db07"": {""code"": ""467500"", ""n"": 1683, ""share"": 0.8146, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515610,515610,,,,branche,77_61179,,,3473,0.9182,934.721,,,none,none,"{""branche"": {""code"": ""77_61179"", ""n"": 3473, ""share"": 0.9182, ""label_da"": """"}, ""db07"": {""code"": ""467600"", ""n"": 1488, ""share"": 0.9993, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515690,515690,,,,branche,77_61179,,,3916,0.9027,918.923,,,none,none,"{""branche"": {""code"": ""77_61179"", ""n"": 3916, ""share"": 0.9027, ""label_da"": """"}, ""db07"": {""code"": ""467600"", ""n"": 1616, ""share"": 0.9548, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_515700,515700,,,,branche,77_61173,,,7711,0.7328,784.288,,,none,none,"{""branche"": {""code"": ""77_61173"", ""n"": 7711, ""share"": 0.7328, ""label_da"": """"}, ""db07"": {""code"": ""383100"", ""n"": 2377, ""share"": 0.0816, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516100,516100,,,,branche,77_61183,,,11588,0.9315,597.333,,,none,none,"{""branche"": {""code"": ""77_61183"", ""n"": 11588, ""share"": 0.9315, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516200,516200,,,,branche,77_61182,,,4378,0.9203,1357.422,,,none,none,"{""branche"": {""code"": ""77_61182"", ""n"": 4378, ""share"": 0.9203, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516300,516300,,,,branche,77_61182,,,605,0.8463,1248.269,,,none,none,"{""branche"": {""code"": ""77_61182"", ""n"": 605, ""share"": 0.8463, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516410,516410,,,,branche,77_61184,,,42939,0.9432,126.915,,,none,none,"{""branche"": {""code"": ""77_61184"", ""n"": 42939, ""share"": 0.9432, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516420,516420,,,,branche,77_61141,,,5685,0.3333,379.991,,,none,none,"{""branche"": {""code"": ""77_61141"", ""n"": 5685, ""share"": 0.3333, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516510,516510,,,,branche,77_61172,,,8470,0.9397,345.879,,,none,none,"{""branche"": {""code"": ""77_61172"", ""n"": 8470, ""share"": 0.9397, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516520,516520,,,,branche,77_61172,,,10811,0.9269,341.188,,,none,none,"{""branche"": {""code"": ""77_61172"", ""n"": 10811, ""share"": 0.9269, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516590,516590,,,,branche,77_61189,,,31123,0.9046,215.569,,,none,none,"{""branche"": {""code"": ""77_61189"", ""n"": 31123, ""share"": 0.9046, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_516600,516600,,,,branche,77_61181,,,11605,0.9384,608.459,,,none,none,"{""branche"": {""code"": ""77_61181"", ""n"": 11605, ""share"": 0.9384, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_517000,517000,,,,branche,77_61299,,,21364,0.816,302.36,,,none,none,"{""branche"": {""code"": ""77_61299"", ""n"": 21364, ""share"": 0.816, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518100,518100,,,,db07,466200,,,4535,0.9996,699.09,,,none,none,"{""db07"": {""code"": ""466200"", ""n"": 4535, ""share"": 0.9996, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518200,518200,,,,db07,466300,,,2459,0.9996,1275.448,,,none,none,"{""db07"": {""code"": ""466300"", ""n"": 2459, ""share"": 0.9996, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518300,518300,,,,db07,466400,,,134,0.9701,23566.932,,,none,none,"{""db07"": {""code"": ""466400"", ""n"": 134, ""share"": 0.9701, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518410,518410,,,,db07,465100,,,12265,0.9252,258.82,,,none,none,"{""db07"": {""code"": ""465100"", ""n"": 12265, ""share"": 0.9252, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518420,518420,,,,db07,465220,,,1295,0.9992,1966.483,,,none,none,"{""db07"": {""code"": ""465220"", ""n"": 1295, ""share"": 0.9992, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518500,518500,,,,db07,466600,,,3522,0.7175,903.181,,,none,none,"{""db07"": {""code"": ""466600"", ""n"": 3522, ""share"": 0.7175, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518600,518600,,,,db07,465210,,,4371,0.8689,654.925,,,none,none,"{""db07"": {""code"": ""465210"", ""n"": 4371, ""share"": 0.8689, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518710,518710,,,,db07,466900,,,2978,0.9987,177.442,,,none,none,"{""db07"": {""code"": ""466900"", ""n"": 2978, ""share"": 0.9987, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518790,518790,,,,db07,466900,,,14612,0.9926,176.367,,,none,none,"{""db07"": {""code"": ""466900"", ""n"": 14612, ""share"": 0.9926, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_518800,518800,,,,db07,466100,,,6152,0.9997,516.181,,,none,none,"{""db07"": {""code"": ""466100"", ""n"": 6152, ""share"": 0.9997, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_519000,519000,,,,db07,469000,,,9800,0.9972,317.318,,,none,none,"{""db07"": {""code"": ""469000"", ""n"": 9800, ""share"": 0.9972, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_521110,521110,,,,branche,77_62111,,,64387,0.7471,88.962,,,none,none,"{""branche"": {""code"": ""77_62111"", ""n"": 64387, ""share"": 0.7471, ""label_da"": """"}, ""db07"": {""code"": ""471110"", ""n"": 9580, ""share"": 0.9951, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_521120,521120,,,,branche,77_62111,,,10360,0.9371,111.576,,,none,none,"{""branche"": {""code"": ""77_62111"", ""n"": 10360, ""share"": 0.9371, ""label_da"": """"}, ""db07"": {""code"": ""471110"", ""n"": 5345, ""share"": 0.9927, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_521130,521130,,,,branche,77_62113,,,66518,0.9303,79.528,,,none,none,"{""branche"": {""code"": ""77_62113"", ""n"": 66518, ""share"": 0.9303, ""label_da"": """"}, ""db07"": {""code"": ""471120"", ""n"": 26668, ""share"": 0.9914, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_521140,521140,,,,db07,471130,,,16770,0.9965,189.759,,,none,none,"{""db07"": {""code"": ""471130"", ""n"": 16770, ""share"": 0.9965, ""label_da"": """"}}",empirical_industry_crosswalk
