code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
SOC_ger7_1336566,SOC,ger7,1336566,Tyveri af narkotika,Tyveri af narkotika,,,Theft of narkotika,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_3810205,SOC,ger7,3810205,"Udlændingeloven i øvrigt, strafferetlig","Udlændingeloven i øvrigt, strafferetlig",,,"Aliens Act otherwise, strafferetlig",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_1485330,SOC,ger7,1485330,Uberettiget fotografering af personer,Uberettiget fotografering af personer,,,Unauthorised fotografering of personer,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_1176405,SOC,ger7,1176405,Blufærdighedskrænkelse ved verbal uterlighed o.l.,Blufærdighedskrænkelse ved verbal uterlighed o.l.,,,Indecent exposure by verbal uterlighed o.l.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1176,detail
SOC_ger7_1435705,SOC,ger7,1435705,Narkotikahæleri,Narkotikahæleri,,,Narcoticsreceiving stolen goods,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1435,detail
SOC_ger7_2210020,SOC,ger7,2210020,FUH. Knallertkører spirituspåvirket med personskade,FUH. Knallertkører spirituspåvirket med personskade,,,Traffic accident Knallertdriver under the influence of alcohol with personskade,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1384000,SOC,ger7,1384000,Grov skattesvig mv. (via 1384),Grov skattesvig mv. (via 1384),,,Gross tax evasion etc. (via 1384),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1384,detail
SOC_ger7_3835719,SOC,ger7,3835719,"Køre-hviletid over 30%, fører","Køre-hviletid over 30%, fører",,,"Driving and rest time over 30%, driver",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_3810766,SOC,ger7,3810766,Straffuldbyrdelsesloven,Straffuldbyrdelsesloven,,,Strafenforcementsloven,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_3830709,SOC,ger7,3830709,"Dyretransport, i øvrigt","Dyretransport, i øvrigt",,,"Animal transport, otherwise",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3830,detail
SOC_ger7_2210076,SOC,ger7,2210076,FUH. Knallertkører med høj promille uden personskade,FUH. Knallertkører med høj promille uden personskade,,,Traffic accident Knallertdriver with high promille without personskade,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1176805,SOC,ger7,1176805,Blufærdighedskrænkelse i øvrigt,Blufærdighedskrænkelse i øvrigt,,,Indecent exposure otherwise,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1176,detail
SOC_ger7_2610089,SOC,ger7,2610089,Forurening af vej mv.,Forurening af vej mv.,,, of vej etc.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3825615,SOC,ger7,3825615,"Affaldsbekendtgørelsen, overtrædelse","Affaldsbekendtgørelsen, overtrædelse",,,"Waste Regulation, violation",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_3835713,SOC,ger7,3835713,"Køre-hviletid, arbejdsgiver","Køre-hviletid, arbejdsgiver",,,"Driving and rest time, arbejdsgiver",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_3825718,SOC,ger7,3825718,"Washingtonkonvention, truede dyr/planter","Washingtonkonvention, truede dyr/planter",,,"Washingtonkonvention, truede animals/planter",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_2220026,SOC,ger7,2220026,"Motorfører, medicin mv.","Motorfører, medicin mv.",,,"Motor-vehicle driver, medicin etc.",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_2220050,SOC,ger7,2220050,"Cyklist mv., spirituspåvirket","Cyklist mv., spirituspåvirket",,,"Cyklist etc., under the influence of alcohol",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_2610042,SOC,ger7,2610042,ATK hastighedsovertrædelse,ATK hastighedsovertrædelse,,,ATK speeding violation,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610069,SOC,ger7,2610069,"Hastighedsbegrænser, ændring/manglende","Hastighedsbegrænser, ændring/manglende",,,"Speed limiter, modification/missing",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1475505,SOC,ger7,1475505,Meddelt advarsel,Meddelt advarsel,,,Warning issued,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1475,detail
SOC_ger7_1410739,SOC,ger7,1410739,Foregivelse af offentlig myndighed,Foregivelse af offentlig myndighed,,, of public authority,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_1328725,SOC,ger7,1328725,Tyveri fra andet køretøj,Tyveri fra andet køretøj,,,Theft from andet vehicle,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1328,detail
SOC_ger7_3610905,SOC,ger7,3610905,Registreringsafgiftsloven,Registreringsafgiftsloven,,,Registreringsdutysloven,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3610,detail
SOC_ger7_3820505,SOC,ger7,3820505,Bolig- og bygningslovgivningen,Bolig- og bygningslovgivningen,,,Bolig- and bygningslegislationen,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3820,detail
SOC_ger7_1316110,SOC,ger7,1316110,Indbrud i posthus/postkontor,Indbrud i posthus/postkontor,,,Burglary i posthus/postkontor,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1304705,SOC,ger7,1304705,Dokumentfalsk ved anvendelse af dankort,Dokumentfalsk ved anvendelse af dankort,,,Document forgery by use of debit card,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1304,detail
SOC_ger7_1366705,SOC,ger7,1366705,Åger,Åger,,,Usury,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1366,detail
SOC_ger7_1363000,SOC,ger7,1363000,Mandatsvig (via 1363),Mandatsvig (via 1363),,,Breach of trust (via 1363),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1363,detail
SOC_ger7_1110525,SOC,ger7,1110525,"Blodskam, anden kønslig omgang, børn under 15 år","Blodskam, anden kønslig omgang, børn under 15 år",,,"Incest, anden sexual contact, children under 15 years",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1110,detail
SOC_ger7_2210016,SOC,ger7,2210016,FUH. Motorfører medicin mv. med personskade,FUH. Motorfører medicin mv. med personskade,,,Traffic accident Motor-vehicle driver medicin etc. with personskade,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_2610111,SOC,ger7,2610111,"Svingning mv., til fare/unødig ulempe (klip)","Svingning mv., til fare/unødig ulempe (klip)",,,"Svingning etc., to danger/unnecessary ulempe (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3855505,SOC,ger7,3855505,Næringsloven,Næringsloven,,,Trades Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3855,detail
SOC_ger7_2210082,SOC,ger7,2210082,"FUH. Motorfører med promille under 0,81 uden personskade","FUH. Motorfører med promille under 0,81 uden personskade",,,"Traffic accident Motor-vehicle driver with promille under 0,81 without personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1339526,SOC,ger7,1339526,Brugstyveri af uregistreret lastbil/varebil,Brugstyveri af uregistreret lastbil/varebil,,,Joyriding / unauthorised use of uregistreret lastbil/varebil,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_1160505,SOC,ger7,1160505,Homoseksuel sædelighedsforbrydelse mod barn under 15 år,Homoseksuel sædelighedsforbrydelse mod barn under 15 år,,,Homoseksuel sexual offence against child under 15 years,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1160,detail
SOC_ger7_3810,SOC,ger7,3810,Andre strafferetlige særlove,Andre strafferetlige særlove,,,Other criminal special laws,,,translated,CSV:SOC_ger7,medium,danish,SOC_ger7_381,subgroup
SOC_ger7_2610051,SOC,ger7,2610051,"Spirituskørsel, manglende hindring af","Spirituskørsel, manglende hindring af",,,"Drunk driving, missing hindring af",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1348525,SOC,ger7,1348525,Brugstyveri af andet motorkøretøj,Brugstyveri af andet motorkøretøj,,,Joyriding / unauthorised use of andet motorvehicle,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1348,detail
SOC_ger7_3815515,SOC,ger7,3815515,Lov om ATP,Lov om ATP,,,Act on ATP,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3815,detail
SOC_ger7_1380310,SOC,ger7,1380310,Særligt farligt røveri mod pengeinstitut,Særligt farligt røveri mod pengeinstitut,,,Particularly farligt robbery against pengeinstitut,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1380,detail
SOC_ger7_3830536,SOC,ger7,3830536,"Dyretransport, transportegnethed, chauffør/ledsager (klip)","Dyretransport, transportegnethed, chauffør/ledsager (klip)",,,"Animal transport, transport suitability, driver/attendant (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3830,detail
SOC_ger7_1430310,SOC,ger7,1430310,Udgivelse af falske penge,Udgivelse af falske penge,,,Udgivelse of falske penge,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1430,detail
SOC_ger7_1336532,SOC,ger7,1336532,Tyveri fra institution,Tyveri fra institution,,,Theft from institution,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_2610030,SOC,ger7,2610030,"Frakendelsestid, kørsel i (lille knallert)","Frakendelsestid, kørsel i (lille knallert)",,,"Frakendelsestid, driving i (lille knallert)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3810210,SOC,ger7,3810210,"Udlændingeloven, menneskesmugling","Udlændingeloven, menneskesmugling",,,"Aliens Act, menneskesmugling",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_1210506,SOC,ger7,1210506,Vold mod polititjenestemand,Vold mod polititjenestemand,,,Violence against polititjenestemand,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1210,detail
SOC_ger7_3840570,SOC,ger7,3840570,Lov om butikstid,Lov om butikstid,,,Act on butikstid,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3840,detail
SOC_ger7_1180505,SOC,ger7,1180505,Rufferi,Rufferi,,,Procuring / pimping,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1180,detail
SOC_ger7_1336513,SOC,ger7,1336513,"Tyveri, tricktyveri i beboelse","Tyveri, tricktyveri i beboelse",,,"Theft, tricktyveri i beboelse",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1339525,SOC,ger7,1339525,Brugstyveri af udlejningskøretøj,Brugstyveri af udlejningskøretøj,,,Joyriding / unauthorised use of udlejningsvehicle,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_3610730,SOC,ger7,3610730,Andre skatte- og afgiftslove mv.,Andre skatte- og afgiftslove mv.,,,Other taxte- and dutyslove etc.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3610,detail
SOC_ger7_2610021,SOC,ger7,2610021,"Overhaling, forbud mod","Overhaling, forbud mod",,,"Overtaking, prohibition against",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1372000,SOC,ger7,1372000,Skyldnersvig (via 1372),Skyldnersvig (via 1372),,,Debtor fraud (via 1372),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1372,detail
SOC_ger7_3810745,SOC,ger7,3810745,Folkeregisterlov,Folkeregisterlov,,,National Register Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_2610027,SOC,ger7,2610027,Standsning og parkering,Standsning og parkering,,,Standsning and parkering,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1336574,SOC,ger7,1336574,Tyveri af våben,Tyveri af våben,,,Theft of weapons,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_3815505,SOC,ger7,3815505,"Serviceloven, Lov om social service","Serviceloven, Lov om social service",,,"Serviceloven, Act on social service",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3815,detail
SOC_ger7_2410,SOC,ger7,2410,Mangler ved køretøj,Mangler ved køretøj,,,Defects in vehicle,,,translated,CSV:SOC_ger7,medium,danish,SOC_ger7_241,subgroup
SOC_ger7_1289000,SOC,ger7,1289000,Forbr. mod den pers. frihed (via 1289),Forbr. mod den pers. frihed (via 1289),,,Offense against personal freedom (via 1289),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1289,detail
SOC_ger7_1140535,SOC,ger7,1140535,Anden kønslig omgang med institutionsanbragt,Anden kønslig omgang med institutionsanbragt,,,Other sexual contact with person placed in institution,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1140,detail
SOC_ger7_1140510,SOC,ger7,1140510,Samleje med institutionsanbragt,Samleje med institutionsanbragt,,,Samleje with person placed in institution,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1140,detail
SOC_ger7_1445781,SOC,ger7,1445781,"Våben og sprængstof, under særlig skærpende omstændighed","Våben og sprængstof, under særlig skærpende omstændighed",,,"Weapons and explosive, under particularly aggravating circumstance",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
SOC_ger7_1332310,SOC,ger7,1332310,Tyveri fra benzinautomat,Tyveri fra benzinautomat,,,Theft from benzinautomat,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1450530,SOC,ger7,1450530,Hasard på offentligt sted,Hasard på offentligt sted,,,Hasard on offentligt sted,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1450,detail
SOC_ger7_3820000,SOC,ger7,3820000,Bygge- og boliglove (via 3820),Bygge- og boliglove (via 3820),,,Building and housing laws (via 3820),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3820,detail
SOC_ger7_1348505,SOC,ger7,1348505,Tyveri af skib/båd/fly,Tyveri af skib/båd/fly,,,Theft of skib/boat/fly,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1348,detail
SOC_ger7_1485345,SOC,ger7,1485345,Uberettiget videregivelse af meddelelser eller billeder,Uberettiget videregivelse af meddelelser eller billeder,,,Unauthorised disclosure of meddelelser or billeder,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_1485705,SOC,ger7,1485705,Ærekrænkelser (udgået 2019),Ærekrænkelser (udgået 2019),,,Defamationr (discontinued 2019),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_2210072,SOC,ger7,2210072,"FUH. Knallertkører, promillekørsel med personskade","FUH. Knallertkører, promillekørsel med personskade",,,"Traffic accident Knallertdriver, promilledriving with personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_2210040,SOC,ger7,2210040,"FUH. Spirituskørsel, ej betryggende uden personskade","FUH. Spirituskørsel, ej betryggende uden personskade",,,"Traffic accident Drunk driving, not betryggende without personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1324720,SOC,ger7,1324720,Indbrud i arbejdsskur/kontorvogn o.l.,Indbrud i arbejdsskur/kontorvogn o.l.,,,Burglary i arbejdsskur/kontorvogn o.l.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1324,detail
SOC_ger7_1485505,SOC,ger7,1485505,Racediskrimination,Racediskrimination,,,Racial discrimination,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_2610028,SOC,ger7,2610028,"Stor knallert, kørsel uden førerret","Stor knallert, kørsel uden førerret",,,"Stor knallert, driving without driving licence",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1316605,SOC,ger7,1316605,Indbrud i fabrik,Indbrud i fabrik,,,Burglary i fabrik,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1130505,SOC,ger7,1130505,"Samleje med barn under 12 år, skærpende omstændigheder","Samleje med barn under 12 år, skærpende omstændigheder",,,"Samleje with child under 12 years, aggravating circumstances",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1130,detail
SOC_ger7_1110540,SOC,ger7,1110540,"Blodskam mellem søskende, børn under 15 år","Blodskam mellem søskende, børn under 15 år",,,"Incest between siblings, children under 15 years",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1110,detail
SOC_ger7_1316820,SOC,ger7,1316820,Pengeskabstyveri,Pengeskabstyveri,,,Safe theft,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1415000,SOC,ger7,1415000,Forbr. i off. tjeneste (via 1415),Forbr. i off. tjeneste (via 1415),,,Offenses in official service (via 1415),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1415,detail
SOC_ger7_1430000,SOC,ger7,1430000,Forbr. vedr. penge og bevism. (via 1430),Forbr. vedr. penge og bevism. (via 1430),,,Crimes concerning money and evidence manipulation (via 1430),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1430,detail
SOC_ger7_1210520,SOC,ger7,1210520,Fredskrænkelse af person i offentlig tjeneste,Fredskrænkelse af person i offentlig tjeneste,,,Fredsviolation of person i offentlig tjeneste,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1210,detail
SOC_ger7_3825740,SOC,ger7,3825740,Kemikalieloven,Kemikalieloven,,,Chemicals Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_2210028,SOC,ger7,2210028,"FUH. Cyklist mv., spirituspåvirket med personskade","FUH. Cyklist mv., spirituspåvirket med personskade",,,"Traffic accident Cyklist etc., under the influence of alcohol with personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1435706,SOC,ger7,1435706,Hæleri med hensyn til narkotika,Hæleri med hensyn til narkotika,,,Receiving stolen goods with hensyn to narkotika,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1435,detail
SOC_ger7_1336558,SOC,ger7,1336558,Tyveri i tog/skib/fly/bus,Tyveri i tog/skib/fly/bus,,,Theft i tog/skib/fly/bus,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1258000,SOC,ger7,1258000,Særlig alvorlig vold (via 1258),Særlig alvorlig vold (via 1258),,,Particularly serious violence (via 1258),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1258,detail
SOC_ger7_1398540,SOC,ger7,1398540,Svigagtig opnåelse af kredit,Svigagtig opnåelse af kredit,,,Svigagtig obtainment of kredit,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1398,detail
SOC_ger7_3835550,SOC,ger7,3835550,Bemandingslov,Bemandingslov,,,Ship manning law,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_1339535,SOC,ger7,1339535,Brugstyveri af uregistreret lastbil/varebil,Brugstyveri af uregistreret lastbil/varebil,,,Joyriding / unauthorised use of uregistreret lastbil/varebil,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_3835727,SOC,ger7,3835727,"Modulvogntog, indretning og udstyr","Modulvogntog, indretning og udstyr",,,"Modulvogntog, indretning and udstyr",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_1180540,SOC,ger7,1180540,Børnepornografi,Børnepornografi,,,Child pornography,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1180,detail
SOC_ger7_3810610,SOC,ger7,3810610,Lov om radiokommunikation,Lov om radiokommunikation,,,Act on radiokommunikation,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_1174010,SOC,ger7,1174010,Blufærdighedskrænkelse ved blotteri,Blufærdighedskrænkelse ved blotteri,,,Indecent exposure by blotteri,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1174,detail
SOC_ger7_2610169,SOC,ger7,2610169,Befordring af børn (klip),Befordring af børn (klip),,,Transport of children (penalty points),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3830524,SOC,ger7,3830524,"Dyretransport, strøelse, chauffør/ledsager (klip)","Dyretransport, strøelse, chauffør/ledsager (klip)",,,"Animal transport, bedding, driver/attendant (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3830,detail
SOC_ger7_1485405,SOC,ger7,1485405,Uberettiget adgang til EDB-oplysninger,Uberettiget adgang til EDB-oplysninger,,,Unauthorised adgang to EDB-oplysninger,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_1445779,SOC,ger7,1445779,"Andre våben eller eksplosivstoffer, særlig skærpende omstændigheder","Andre våben eller eksplosivstoffer, særlig skærpende omstændigheder",,,"Other weapons or eksplosivstoffer, particularly aggravating circumstances",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
SOC_ger7_1445778,SOC,ger7,1445778,"Andre særdeles farlige våben eller eksplosive stoffer, særlig skærpende omstændigheder","Andre særdeles farlige våben eller eksplosive stoffer, særlig skærpende omstændigheder",,,"Other particularly farlige weapons or eksplosive stoffer, particularly aggravating circumstances",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
SOC_ger7_1120506,SOC,ger7,1120506,Voldtægt ved anvendelse af vold eller trussel om vold,Voldtægt ved anvendelse af vold eller trussel om vold,,,Rape by use of violence or trussel om violence,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1120,detail
SOC_ger7_1435506,SOC,ger7,1435506,"Dopingmidler, salg af (skærpende omstændigheder)","Dopingmidler, salg af (skærpende omstændigheder)",,,"Dopingmidler, salg of (aggravating circumstances)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1435,detail
SOC_ger7_1410722,SOC,ger7,1410722,"Forvaring, uretmæssig besiddelse af mobiltelefon o.l.","Forvaring, uretmæssig besiddelse af mobiltelefon o.l.",,,", unlawful besiddelse of mobiltelefon o.l.",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_1220515,SOC,ger7,1220515,"Maskering, forbud mod","Maskering, forbud mod",,,"Masking, prohibition of",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1220,detail
SOC_ger7_1160515,SOC,ger7,1160515,Homoseksuel sædelighedsforbrydelse ved vold,Homoseksuel sædelighedsforbrydelse ved vold,,,Homoseksuel sexual offence by violence,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1160,detail
SOC_ger7_1339524,SOC,ger7,1339524,Brugstyveri af uregistreret personbil,Brugstyveri af uregistreret personbil,,,Joyriding / unauthorised use of uregistreret personbil,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_1445795,SOC,ger7,1445795,"Skydevåben, særligt skærpende, ikke offentligt sted","Skydevåben, særligt skærpende, ikke offentligt sted",,,"Firearms, particularlyt aggravating, ikke offentligt sted",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
SOC_ger7_1316536,SOC,ger7,1316536,Indbrud i EDB-forretning,Indbrud i EDB-forretning,,,Burglary i EDB-forretning,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1316710,SOC,ger7,1316710,Indbrud i hospital,Indbrud i hospital,,,Burglary i hospital,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1145000,SOC,ger7,1145000,Seksualforbrydelse i øvrigt (via 1145),Seksualforbrydelse i øvrigt (via 1145),,,Other sexual offenses (via 1145),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1145,detail
SOC_ger7_2110015,SOC,ger7,2110015,FUH. Ringe materiel skade uden personskade,FUH. Ringe materiel skade uden personskade,,,Traffic accident Ringe materiel damage without personskade,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2110,detail
SOC_ger7_1445782,SOC,ger7,1445782,"Våben og sprængstof, særlig farlig","Våben og sprængstof, særlig farlig",,,"Weapons and explosive, particularly farlig",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
SOC_ger7_1210516,SOC,ger7,1210516,"Lægge hindring i vejen for udførelsen af offentlig myndighed, skærpende omstændigheder","Lægge hindring i vejen for udførelsen af offentlig myndighed, skærpende omstændigheder",,,"Lay obstruction i vejen for executionn of public authority, aggravating circumstances",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1210,detail
SOC_ger7_1380715,SOC,ger7,1380715,Særligt farligt røveri mod forretning,Særligt farligt røveri mod forretning,,,Particularly farligt robbery against forretning,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1380,detail
SOC_ger7_1332525,SOC,ger7,1332525,Butikstyveri urmager/guldsmed,Butikstyveri urmager/guldsmed,,,Shoplifting urmager/guldsmed,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1328720,SOC,ger7,1328720,Tyveri fra både,Tyveri fra både,,,Theft from boate,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1328,detail
SOC_ger7_1120511,SOC,ger7,1120511,Voldtægt ved ulovlig tvang,Voldtægt ved ulovlig tvang,,,Rape by ulovlig tvang,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1120,detail
SOC_ger7_1445790,SOC,ger7,1445790,"Skydevåben, særligt skærpende, offentligt sted","Skydevåben, særligt skærpende, offentligt sted",,,"Firearms, particularlyt aggravating, offentligt sted",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
