SPEC6,SPEC6_TXT,SPEC4_TXT,SPEC3_TXT,SPEC6_FRA,SPEC6_TIL
481685,Pneumokok antistoff,Undergruppe 16,Hovedgruppe 1,1/1/1990,12/31/2005
481686,Listeria antistoffe,Undergruppe 16,Hovedgruppe 1,1/1/1990,12/31/2005
481687,ukendt,Undergruppe 16,Hovedgruppe 1,1/1/1990,12/31/2005
481688,ukendt,Undergruppe 16,Hovedgruppe 1,1/1/1990,12/31/2005
481700,Undergruppe 17,Undergruppe 17,Hovedgruppe 1,1/1/1990,12/31/2005
481701,Serologisk unders.,Undergruppe 17,Hovedgruppe 1,1/1/1990,12/31/2005
481702,Coccidioides antist,Undergruppe 17,Hovedgruppe 1,1/1/1990,12/31/2005
481703,Aspergillus antisto,Undergruppe 17,Hovedgruppe 1,1/1/1990,12/31/2005
481704,Histoplasma antisto,Undergruppe 17,Hovedgruppe 1,1/1/1990,12/31/2005
481800,Undergruppe 18,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481801,Rubellavirus IgG ant,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481802,SARS  coronavirus A,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481803,RUBELLAVIRUS. IgM AN,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481804,Rubellavirus antist,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481805,Rubellavirus antist,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481806,"Rubellavirus,IgM an",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481807,SUPPLERENDE TEST F.H,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481808,HUMAN T-CELLE LEUK'M,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481809,HTLV-1/11 KONF.TEST,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481810,HIV-1 OG HIV-2 ANTIS,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481811,SUPPLERENDE TEST F.H,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481812,Human immundefekt v,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481813,Human immundefekt v,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481814,Human immundefekt v,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481815,HIV 1/2 konfirmator,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481816,Human T-celle lymfo,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481817,HTLV I/II antistoff,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481818,Arbovirus,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481819,"HSV, udtitrering af",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481820,INFLUENZA-. ADENO- O,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481821,"Parainfluenzavirus,",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481822,"Morbillivirus, IgG &",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481823,"Morbillivirus, IgG a",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481824,"Parotitisvirus, IgG",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481825,"Parotitisvirus, IgG",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481826,EPSTEIN-BARR VIRUS A,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481827,Epstein-Barr virus,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481828,Epstein-Barr virus,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481829,Arbovirus (andre) a,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481830,Herpes Simplex viru,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481831,Luftvejspanel (Infl,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481832,Parainfluenzavirus,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481833,Morbillivirus antis,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481834,Morbillivirus antis,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481835,Parotitisvirus anti,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481836,Parotitisvirus anti,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481837,Herpes Encephalitis,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481838,Human Herpes virus 6,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481839,GASTROENTERITISVIRUS,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481840,HEPATITIS E VIRUS.AN,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481841,HEPATITIS B VIRUS HB,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481842,"Hepatitis B virus, H",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481843,HEPATITIS D VIRUS.PÅ,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481844,Hepatitis A virus to,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481845,HEPATITIS B VIRUS.PÅ,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481846,HEPATITIS C VIRUS.PÅ,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481847,"Parvovirus B-19, IgM",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481848,"Parvovirus B-19, IgG",Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481849,Varicella Zoster vir,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481850,VARICELLA ZOSTER VIR,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481851,ENTEROVIRUS. IgM ANT,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481852,Cytomegalovirus tota,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481853,Herpes Simplex viru,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481854,Human Herpesvirus-6,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481855,Hepatitis E virus (,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481856,Hepatitis B virus c,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481857,Hepatitis D virus a,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481858,Hepatitis A virus (,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481859,Hepatitis A virus(H,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481860,Hepatitis B virus s,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481861,Hepatitis C virus a,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481862,Hepatitis C virus a,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481863,Parvovirus B-19 ant,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481864,Parvovirus B-19 ant,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481865,Varicella Zoster vi,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481866,Enterovirus (EV) an,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481867,Cytomegalovirus (CM,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481868,Human Herpesvirus-6,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481869,Rubellavirus antist,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481870,Rabies antistoffer,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481871,Astrovirus antigen,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481872,Denguevirus antisto,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481873,Bartonella antistof,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481874,TBE antistof (IgG o,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481875,Parvovirus B-19 ant,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481876,Rubella IgG infekti,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481877,Virus luftvejspakke,Undergruppe 18,Hovedgruppe 1,1/1/1990,12/31/2005
481900,Undergruppe 19,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481901,ELISA G&M.IFAT G&M.D,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481902,ELISA G&M.IFAT G&M.D,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481903,ELISA G&M.DT.ISAGA M,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481904,ELISA G&M.IFAT G&M.D,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481905,ELISA G&M.DT.AGGLU,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481906,TOXO-IFAT,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481907,TOXOPLASMOSE(UDREDNI,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481908,TOXOPLASMOSE.ELISA.I,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481909,TOXO-ISAGA.IGM,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481910,TOXOPLASMOSE ELISA,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481911,TOXOPLASMA GONDII,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
481912,TOXO-IFAT. IgG & IgM,Undergruppe 19,Hovedgruppe 1,1/1/1990,12/31/2005
088185,Fra 12 indtil 16 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
088186,Fra 16 indtil 20 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
088187,Udover 20 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
088188,Kr/km. udover 21 km.,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
088190,Blodprøvetagning,Undersøg. Af Gravide,Profylakse,1/1/1990,12/31/2005
088200,Børneundersøgelser,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088201,1.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088202,2.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088203,3.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088204,4.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088205,5.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088206,6.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088207,7.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088208,8.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088209,9.Undersøgelse,Børneundersøgelser,Profylakse,1/1/1990,12/31/2005
088300,Børnevaccinationer,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088311,1.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088312,2.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088313,3.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088315,HepaB vac barn 2mdr,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088316,HepaB vac barn 12mdr,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088317,Vachon hepB ej us/ko,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088321,1.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088322,2.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088323,3.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088331,1.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088332,2.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088333,3.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088341,Di-Te-Ki-Pol-vac.3md,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088342,Di-Te-Ki-Pol-vac.5md,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088343,Di-Te-Ki-Pol-vac.12m,Børnevaccinationer,Profylakse,1/1/1990,12/31/2005
088400,Mfr-Vaccinationer,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
088401,Vaccinat. Inden 2 År,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
088402,Vaccinat. 11-12 År,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
088403,Vaccinat.  2-10 År,Mfr-Vaccinationer,Profylakse,1/1/1990,12/31/2005
088500,Vacc. R.Hunde Kvinde,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
088501,Antistofundersøgelse,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
088502,Vaccination 18 År,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
088503,Vaccination  Kvinder,Vacc. R.Hunde Kvinde,Profylakse,1/1/1990,12/31/2005
088605,MFR-vaccinat. 5 år,Profylakse,Profylakse,1/1/1990,12/31/2005
088706,Tillæg.vac.Di-Te-Ki,Profylakse,Profylakse,1/1/1990,12/31/2005
088900,Profylakse Kørsel,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
088920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
088921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
088991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
088992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse,1/1/1990,12/31/2005
089000,Kørselsgodtgørelse,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/1990,12/31/2005
089001,Kørselsgodtgør.  I,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/1990,12/31/2005
089002,Kørselsgodtgør. II,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/1990,12/31/2005
090000,Kirurgi,Kirurgi,Kirurgi,1/1/1990,12/31/2005
090100,Konsultation,Konsultation,Kirurgi,1/1/1990,12/31/2005
090105,E-mail konsultation,Konsultation,Kirurgi,1/1/1990,12/31/2005
090110,1. Kons.,Konsultation,Kirurgi,1/1/1990,12/31/2005
090111,1. Kons. M/operat.Mv,Konsultation,Kirurgi,1/1/1990,12/31/2005
090120,2. Kons.,Konsultation,Kirurgi,1/1/1990,12/31/2005
090130,Senere Kons.,Konsultation,Kirurgi,1/1/1990,12/31/2005
090161,tillæg for tolk,Konsultation,Kirurgi,1/1/1990,12/31/2005
090200,Tlf. Konsultation,Tlf. Konsultation,Kirurgi,1/1/1990,12/31/2005
090201,Tlf. Kons.,Tlf. Konsultation,Kirurgi,1/1/1990,12/31/2005
090205,tlf. rådgivning,Tlf. Konsultation,Kirurgi,1/1/1990,12/31/2005
090300,Erektiv Dysfunktion,Erektiv Dysfunktion,Kirurgi,1/1/1990,12/31/2005
090310,1. konsultation,Erektiv Dysfunktion,Kirurgi,1/1/1990,12/31/2005
090330,Senere konsultation,Erektiv Dysfunktion,Kirurgi,1/1/1990,12/31/2005
091000,Besøg og Afst.tillæg,Besøg og Afst.tillæg,Besøg og Afst.tillæg,1/1/1990,12/31/2005
091100,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg,1/1/1990,12/31/2005
091101,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg,1/1/1990,12/31/2005
091400,Besøg,Besøg,Besøg og Afst.tillæg,1/1/1990,12/31/2005
091401,Besøg,Besøg,Besøg og Afst.tillæg,1/1/1990,12/31/2005
092000,Tillægsydelser,Tillægsydelser,Tillægsydelser,1/1/1990,12/31/2005
092100,Biopsi,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092101,Biopsi,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092102,Cystometri,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092103,Uroflowmetri,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092104,Tryk-flow undersøg.,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092105,Flex.cystoskopi t. M,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092106,Kont.Flex.cysto.t.M.,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092110,blokadebehandling,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092111,Ultralydsscanning,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092112,"Residualurin,ultraly",Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092113,Ano-rektal ultralyd,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092114,Total koloskopi,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092115,Dopplerundersøgelse,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092116,Duplexscanning,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092117,Pulsoxymetri,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092161,tolkebistand,Biopsi,Tillægsydelser,1/1/1990,12/31/2005
092300,Scopier,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092301,Bronchoscopi,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092302,Oeso. Gastro. Duo.,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092303,Anoscopi,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092304,Kolposcopi,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092305,Rectoscopi,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092306,Cystoscopi,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092307,Sigmoideos./ Colosc.,Scopier,Tillægsydelser,1/1/1990,12/31/2005
092400,Kontrol Scopier,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092401,Kontrol Bronchoscopi,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092402,Kontrol Oes Gas Duo,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092403,Kontrol Anoscopi,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092404,Kontrol Kolposcopi,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092405,Kontrol Rectoscopi,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092406,Kontrol Cystoscopi,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092407,Kontrol Sigmoi/ Col.,Kontrol Scopier,Tillægsydelser,1/1/1990,12/31/2005
092500,Forbindsstoffer,Forbindsstoffer,Tillægsydelser,1/1/1990,12/31/2005
092501,Zinklim- & Plastbind,Forbindsstoffer,Tillægsydelser,1/1/1990,12/31/2005
093000,Særydelser,Særydelser,Særydelser,1/1/1990,12/31/2005
093100,1. Operation,1. Operation,Særydelser,1/1/1990,12/31/2005
093110,Incision Absces   1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093111,Incision Cyste    1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093112,Bougiebeh. Ureth. 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093113,Injekt. Hæmorr.   1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093114,Hæmorr. Ligaturb. 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093115,Tapning Vandbrok  1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093116,Tapning i Led     1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093117,Rensning Småsår   1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093118,Fjern. Negl       1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093120,Fjern. Svulst Hud 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093121,Indgreb Livmoder. 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093122,Korr. Ope. Fødsl. 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093123,Operat. Åreknuder 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093124,Revision Sår      1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093125,Operat. Hammertå  1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093126,Amputat. Finger   1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093127,Oper. Bullen Fing.1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093130,Fj. Svulst Bryst  1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093131,Plast. Operat.    1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093132,Oper. Forhudsfors.1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093133,Ope. Springfinger 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093134,Ope. Knyst        1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093135,Oper. Seneknude   1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093136,Analoperationer   1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093137,Fjern. Negleleje  1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093138,Behandl. Brud 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093139,Ope. Årekn. Lyske 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093140,Op. Lyskebrok M.V.1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093141,aspirationscytologi,1. Operation,Særydelser,1/1/1990,12/31/2005
093142,Trucut biopsi,1. Operation,Særydelser,1/1/1990,12/31/2005
093145,Op. Kont. Håndfl. 1.,1. Operation,Særydelser,1/1/1990,12/31/2005
093150,1.Brokop.netprotese,1. Operation,Særydelser,1/1/1990,12/31/2005
093151,Brokoperaton protese,1. Operation,Særydelser,1/1/1990,12/31/2005
093152,"Fj. polyp, rectum",1. Operation,Særydelser,1/1/1990,12/31/2005
093153,"Fj. polyp, colon",1. Operation,Særydelser,1/1/1990,12/31/2005
093154,opr.kort forh.streng,1. Operation,Særydelser,1/1/1990,12/31/2005
093155,Fj. byld på haleben,1. Operation,Særydelser,1/1/1990,12/31/2005
093160,Op.årekn.hø.b.ex ly,1. Operation,Særydelser,1/1/1990,12/31/2005
093161,"Opr.årekn.lysk, hø.b",1. Operation,Særydelser,1/1/1990,12/31/2005
093162,Atemporalis biopsi,1. Operation,Særydelser,1/1/1990,12/31/2005
093163,Opr. brystudvikling,1. Operation,Særydelser,1/1/1990,12/31/2005
093164,Fj.slimsæk på albue,1. Operation,Særydelser,1/1/1990,12/31/2005
093165,"Opr.vandbrok, testes",1. Operation,Særydelser,1/1/1990,12/31/2005
093175,Op.årekn.ex.lysk.hø,1. Operation,Særydelser,1/1/1990,12/31/2005
093176,Op.årekn.ex.lysk.ve,1. Operation,Særydelser,1/1/1990,12/31/2005
093177,Op.årekn.i lysk.hø.b,1. Operation,Særydelser,1/1/1990,12/31/2005
093178,Op.årekn.i lysk.ve.b,1. Operation,Særydelser,1/1/1990,12/31/2005
093200,Følgende Operationer,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093210,Incision Absces Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093211,Incision Cyste  Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093212,Bougiebeh. Ureth.Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093213,Injekt. Hæmorr. Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093214,Hæmorr. Ligaturb.Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093215,Tapning Vandbrok Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093216,Tapn. i Led     Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093217,Rensning Småsår Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093218,Fjern. Negl     Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093220,Fjern. Svulst H. Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093221,Indgreb Livmoder.Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093222,Korr. Ope. Fødsl.Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093223,Operat. Åreknud. Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093224,Revision Sår   Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093225,Operat. Hammertå Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093226,Amputat. Finger Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093227,Op. Bullen Fing. Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093230,Fj. Svulst Bryst Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093231,Plast. Operat.  Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093232,Ope. Forhudsfor. Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093233,Oper. Springf. Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093234,Ope. Knyst     Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093235,Ope. Seneknude  Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093236,Analoperationer Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093237,Fjern. Negleleje Flg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093238,Behandl. Brud Flg.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093239,Ope. Årekn. Lyske Fg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093240,Op. Lyskebrok M.V.Fg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093241,aspirationscytologi,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093242,Trucut biopsi,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093245,Op. Kont. Håndfl. 1.,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093250,1.Brokop.netpro.følg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093251,Brokop.protese.følg,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093252,"Fj. polyp, rectum",Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093253,fj. polyp. colon,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093254,opr.kort forh.streng,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093255,Fj. byld på haleben,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093260,Op.årekn.ve.b.ex.lys,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093261,Op.årekn.lysk.ve.ben,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093262,A.Temporalis biopsi,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093263,Opr. brystudvikling,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093264,Fj.slimsæk på albue,Følgende Operationer,Særydelser,1/1/1990,12/31/2005
093300,Injekt. Åreknuder,Injekt. Åreknuder,Særydelser,1/1/1990,12/31/2005
287000,Lab. Undersøgelser,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
287100,Lab,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
287103,Blodpr. Exp        1,Lab,Lab. Undersøgelser,1/1/1990,12/31/2005
