idx	id	description_da	specialty_en	auto_da_full
237	2623	Ridefysioterapi, Rideskole hon. 4.prs	Horseback-riding physiotherapy	Ridefysioterapi, Rideskole hon. 4.prs
238	2627	Ridefysioterapi, fys.hon.? tim. 3 prs	Horseback-riding physiotherapy	Ridefysioterapi, fys.hon.? tim. 3 prs
239	2628	Ridefysioterapi, rideskole hon. 1 prs	Horseback-riding physiotherapy	Ridefysioterapi, rideskole hon. 1 prs
240	2629	Ridefysioterapi, rideskole hon. 3 prs	Horseback-riding physiotherapy	Ridefysioterapi, rideskole hon. 3 prs
241	2634	Genoptræning, Øfeldt, Funkt.unders. handi.	Rehabilitation	Genoptræning, Øfeldt, Funkt.unders. handi.
242	2636	Genoptræning, Øfeldt, Kontrolund. af handi	Rehabilitation	Genoptræning, Øfeldt, Kontrolund. af handi
243	2641	Genoptræning, Øfeldt, Optræn./beh. 1 time	Rehabilitation	Genoptræning, Øfeldt, Optræn./behandling 1 time
244	2642	Genoptræning, Øfeldt, Optræn./beh. ? time	Rehabilitation	Genoptræning, Øfeldt, Optræn./behandling ? time
245	2650	Genoptræning, Øfeldt, Ved.fri optræ.1 time	Rehabilitation	Genoptræning, Øfeldt, Ved.fri optræ.1 time
246	2651	Genoptræning, Øfeldt, Ved.fri optræ.? time	Rehabilitation	Genoptræning, Øfeldt, Ved.fri optræ.? time
247	2659	Fodbehandling arvævspat., Afstill. pl/pen 0-10	Foot treatment, scar-tissue patients	Fodbehandling arvævspat., Afstill. pl/pen 0-10
248	2661	Fodbehandling arvævspat., Fodbeh. - Almindelig	Foot treatment, scar-tissue patients	Fodbehandling arvævspat., Fodbeh. - Almindelig
249	2662	Fodbehandling arvævspat., Fodbeh. Partiel	Foot treatment, scar-tissue patients	Fodbehandling arvævspat., Fodbeh. Partiel
250	2671	Fodbehandling arvævspat., Værkstedstid v indlæ	Foot treatment, scar-tissue patients	Fodbehandling arvævspat., Værkstedstid v indlæ
251	2675	Reumatologi, 3 bhl. vv. bassin	Rheumatology	Reumatologi, 3 bhl. vv. bassin
252	2676	Reumatologi, Afslut. samtale	Rheumatology	Reumatologi, Afslut. samtale
253	2683	Reumatologi, Blodpr. Exp        1	Rheumatology	Reumatologi, Blodpr. Exp        1
254	2685	Reumatologi, Gipsband. U. Operat.	Rheumatology	Reumatologi, Gipsband. uden operation
255	2686	Reumatologi, Injekt. i bursae m.v	Rheumatology	Reumatologi, Injekt. i bursae mv
256	2687	Reumatologi, Instr. øvelsesterapi	Rheumatology	Reumatologi, Instr. øvelsesterapi
257	2688	Reumatologi, Intraart. injektion.	Rheumatology	Reumatologi, Intraart. injektion.
258	2689	Reumatologi, Kørselsgodtgør.  I	Rheumatology	Reumatologi, Kørselsgodtgør.  i
259	2690	Reumatologi, Ledningsbl./nervebl.	Rheumatology	Reumatologi, Ledningsbl./nervebl.
260	2691	Reumatologi, Manipulationsbeh.	Rheumatology	Reumatologi, Manipulationsbeh.
261	2692	Reumatologi, Mikroskopi ledvæske	Rheumatology	Reumatologi, Mikroskopi ledvæske
262	2693	Reumatologi, Pt-Ekg  3ext.3præ. 9	Rheumatology	Reumatologi, Pt-Ekg  3ext.3præ. 9
263	2696	Reumatologi, Sekret-Gonokok*exp*1	Rheumatology	Reumatologi, Sekret-Gonokok*exp*1
264	2697	Reumatologi, Senere Kons. Smerte.	Rheumatology	Reumatologi, Senere konsultation Smerte.
265	2698	Reumatologi, Tapening,bandagering	Rheumatology	Reumatologi, Tapening,bandagering
266	2700	Reumatologi, Tlf.rådg.prakt.læge	Rheumatology	Reumatologi, telefon rådg prakt læge
267	2701	Reumatologi, Tolk ifm. kons.  3	Rheumatology	Reumatologi, Tolk ifm. konsultation  3
268	2702	Reumatologi, Transcut. nervestim.	Rheumatology	Reumatologi, Transcut. nervestim.
269	2706	Reumatologi, Ultralydsundersøgels	Rheumatology	Reumatologi, Ultralydsundersøgels
270	2707	Reumatologi, Ultralydsus.flg. yd.	Rheumatology	Reumatologi, Ultralydsus følgende yd.
271	2718	Fodbehandling, leddegigt, journaloptagning	Foot treatment	Fodbehandling, leddegigt, journaloptagning
272	2719	Fodbehandling, leddegigt, korr. af 1 bøjle	Foot treatment	Fodbehandling, leddegigt, korr. af 1 bøjle
273	2723	Fysioterapi 61, Afspænding *indv*	Physiotherapy 61	Fysioterapi 61, Afspænding *indv*
274	2725	Fysioterapi 61, Biomeka. bev. terapi	Physiotherapy 61	Fysioterapi 61, Biomeka. bev. terapi
275	2726	Fysioterapi 61, Fysiotera. unders.	Physiotherapy 61	Fysioterapi 61, Fysiotera. unders.
276	2728	Fysioterapi 61, Holdtr. 2 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 2 periode egne
277	2729	Fysioterapi 61, Holdtr. 3 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 3 periode egne
278	2730	Fysioterapi 61, Holdtr. 4 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 4 periode egne
279	2731	Fysioterapi 61, Holdtr. 5 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 5 periode egne
280	2732	Fysioterapi 61, Holdtr. 6 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 6 periode egne
281	2733	Fysioterapi 61, Holdtr. 7 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 7 periode egne
282	2734	Fysioterapi 61, Holdtr. 8 per. egne	Physiotherapy 61	Fysioterapi 61, Holdtr. 8 periode egne
283	2742	Fysioterapi 61, Opflg. træn.terapi.	Physiotherapy 61	Fysioterapi 61, Opflg. træn.terapi.
284	2745	Fysioterapi 61, Tillæg særl.tidskr.	Physiotherapy 61	Fysioterapi 61, Tillæg særl.tidskr.
285	2747	Fysioterapi 61, ¯velsesterapi *indv*	Physiotherapy 61	Fysioterapi 61, øvelsesterapi *indv*
286	2750	Vederlagsfri fysioterapi, ADL-funktionstræn.	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, ADL-funktionstræn.
287	2751	Vederlagsfri fysioterapi, Afspænding *hold*	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Afspænding *hold*
288	2752	Vederlagsfri fysioterapi, Afspænding *indv*	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Afspænding *indv*
289	2758	Vederlagsfri fysioterapi, Bas. 1per.egne 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 1per.egne 51 62
290	2759	Vederlagsfri fysioterapi, Bas. 2per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 2per.amt 51 62
291	2760	Vederlagsfri fysioterapi, Bas. 2per.egne 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 2per.egne 51 62
292	2761	Vederlagsfri fysioterapi, Bas. 3per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 3per.amt 51 62
293	2762	Vederlagsfri fysioterapi, Bas. 3per.egne 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 3per.egne 51 62
294	2763	Vederlagsfri fysioterapi, Bas. 4per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 4per.amt 51 62
295	2764	Vederlagsfri fysioterapi, Bas. 4per.egne 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 4per.egne 51 62
296	2765	Vederlagsfri fysioterapi, Bas. 5per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 5per.amt 51 62
297	2766	Vederlagsfri fysioterapi, Bas. 6per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 6per.amt 51 62
298	2767	Vederlagsfri fysioterapi, Bas. 6per.egne 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 6per.egne 51 62
299	2768	Vederlagsfri fysioterapi, Bas. 7per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 7per.amt 51 62
300	2769	Vederlagsfri fysioterapi, Bas. 8per.amt 51 62	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bas. 8per.amt 51 62
301	2770	Vederlagsfri fysioterapi, Bassint. 1 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 1 periode egne
302	2771	Vederlagsfri fysioterapi, Bassint. 2 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 2 periode egne
303	2772	Vederlagsfri fysioterapi, Bassint. 3 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 3 periode egne
304	2773	Vederlagsfri fysioterapi, Bassint. 4 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 4 periode egne
305	2774	Vederlagsfri fysioterapi, Bassint. 5 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 5 periode egne
306	2775	Vederlagsfri fysioterapi, Bassint. 6 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 6 periode egne
307	2776	Vederlagsfri fysioterapi, Bassint. 7 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 7 periode egne
308	2777	Vederlagsfri fysioterapi, Bassint. 8 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassint. 8 periode egne
309	2778	Vederlagsfri fysioterapi, Bassintr. 1 person	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 1 person
310	2779	Vederlagsfri fysioterapi, Bassintr. 2 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 2 personer
311	2780	Vederlagsfri fysioterapi, Bassintr. 3 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 3 personer
312	2781	Vederlagsfri fysioterapi, Bassintr. 4 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 4 personer
313	2782	Vederlagsfri fysioterapi, Bassintr. 5 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 5 personer
314	2783	Vederlagsfri fysioterapi, Bassintr. 6 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 6 personer
315	2784	Vederlagsfri fysioterapi, Bassintr. 7 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 7 personer
316	2785	Vederlagsfri fysioterapi, Bassintr. 8 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Bassintr. 8 personer
317	2786	Vederlagsfri fysioterapi, Biomeka. bev. terapi	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Biomeka. bev. terapi
318	2788	Vederlagsfri fysioterapi, Fysiotera. unders.	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Fysiotera. unders.
319	2804	Vederlagsfri fysioterapi, Holdtr. 1 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 1 periode egne
320	2805	Vederlagsfri fysioterapi, Holdtr. 2 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 2 periode egne
321	2806	Vederlagsfri fysioterapi, Holdtr. 3 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 3 periode egne
322	2807	Vederlagsfri fysioterapi, Holdtr. 4 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 4 periode egne
323	2808	Vederlagsfri fysioterapi, Holdtr. 5 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 5 periode egne
324	2809	Vederlagsfri fysioterapi, Holdtr. 6 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 6 periode egne
325	2810	Vederlagsfri fysioterapi, Holdtr. 7 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 7 periode egne
326	2811	Vederlagsfri fysioterapi, Holdtr. 8 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 8 periode egne
327	2812	Vederlagsfri fysioterapi, Holdtr. 9 per. egne	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtr. 9 periode egne
328	2813	Vederlagsfri fysioterapi, Holdtræn. 1 person	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 1 person
329	2814	Vederlagsfri fysioterapi, Holdtræn. 2 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 2 personer
330	2815	Vederlagsfri fysioterapi, Holdtræn. 3 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 3 personer
331	2816	Vederlagsfri fysioterapi, Holdtræn. 4 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 4 personer
332	2817	Vederlagsfri fysioterapi, Holdtræn. 5 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 5 personer
333	2818	Vederlagsfri fysioterapi, Holdtræn. 6 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 6 personer
334	2819	Vederlagsfri fysioterapi, Holdtræn. 7 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 7 personer
335	2820	Vederlagsfri fysioterapi, Holdtræn. 8 personer	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Holdtræn. 8 personer
336	2822	Vederlagsfri fysioterapi, I hjem *u. klinik*	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, i hjem *u. klinik*
337	2825	Vederlagsfri fysioterapi, Infor. og vejledning	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Infor. og vejledning
338	2826	Vederlagsfri fysioterapi, Kompen. behandling	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Kompen. behandling
339	2828	Vederlagsfri fysioterapi, Kørselsgodtgør. I	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Kørselsgodtgør. i
340	2831	Vederlagsfri fysioterapi, Ma-fr 16-20,lø 08-20	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Ma-fr 16-20,lø 08-20
341	2832	Vederlagsfri fysioterapi, Ma-fr 20-08,søn/hel	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Ma-fr 20-08,søn/hel
342	2837	Vederlagsfri fysioterapi, Opflg. træn.terapi.	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Opflg. træn.terapi.
343	2838	Vederlagsfri fysioterapi, Plejehjem *u.klinik*	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Plejehjem *u.klinik*
344	2842	Vederlagsfri fysioterapi, Psykomoto. bev. tera	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Psykomoto. bev. tera
345	2845	Vederlagsfri fysioterapi, Styrketræning A30	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Styrketræning A30
346	2852	Vederlagsfri fysioterapi, ¯velsesterapi *hold*	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, øvelsesterapi *hold*
347	2853	Vederlagsfri fysioterapi, ¯velsesterapi*indv*	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, øvelsesterapi*indv*
348	2859	Psykologhjælp, 2pers kon flg. kon.	Psychology service	Psykologhjælp, 2pers kon følgende kon.
349	2861	Psykologhjælp, Afstandst. 0-4 km	Psychology service	Psykologhjælp, Afstandst. 0-4 km
350	2862	Psykologhjælp, Barn m.pår. eft.kon	Psychology service	Psykologhjælp, Barn med pår eft.kon
351	2863	Psykologhjælp, Barn m.pår.1.kon	Psychology service	Psykologhjælp, Barn med pår 1 kon
352	2877	Psykologhjælp, Grp.kons. 3 prs. 1.	Psychology service	Psykologhjælp, gruppe konsultation 3 prs. 1.
353	2880	Psykologhjælp, Gruppekons. 3 pers.	Psychology service	Psykologhjælp, Gruppekons. 3 pers.
354	2881	Psykologhjælp, Gruppekons. 4 pers.	Psychology service	Psykologhjælp, Gruppekons. 4 pers.
355	2882	Psykologhjælp, Gruppekons. 5 pers.	Psychology service	Psykologhjælp, Gruppekons. 5 pers.
356	2883	Psykologhjælp, Gruppekons. 6 pers.	Psychology service	Psykologhjælp, Gruppekons. 6 pers.
357	2884	Psykologhjælp, Indiv. kon. eft.kon.	Psychology service	Psykologhjælp, individuel kon. eft.kon.
358	2895	Kiropraktik kronikere, Kir. kli. grundyd. a	Chiropractic, chronic patients	Kiropraktik kronikere, Kir. kli. grundyd. a
359	2896	Kiropraktik kronikere, Kir. kli. grundyd. b	Chiropractic, chronic patients	Kiropraktik kronikere, Kir. kli. grundyd. b
360	2897	Kiropraktik kronikere, Kir. klinisk ydelse	Chiropractic, chronic patients	Kiropraktik kronikere, Kir. klinisk ydelse
361	2899	Kiropraktik kronikere, Suppl. røntgenunder.	Chiropractic, chronic patients	Kiropraktik kronikere, Suppl. røntgenunder.
362	2904	Kiropraktik kronikere, diagnosticering og beskrivelse	Chiropractic, chronic patients	Kiropraktik kronikere, diagnosticering og beskrivelse
363	2905	Kiropraktik kronikere, intr. til superviseret træning	Chiropractic, chronic patients	Kiropraktik kronikere, intr. til superviseret træning
364	2919	Vederlagsfri ridefysioterapi, Fys. non ? tim. 4 pr	Free-of-charge horseback-riding physiotherapy	Vederlagsfri ridefysioterapi, Fys. non ? tim. 4 per
365	2923	Vederlagsfri ridefysioterapi, Fys.hon.? tim. 3 prs	Free-of-charge horseback-riding physiotherapy	Vederlagsfri ridefysioterapi, Fys.hon.? tim. 3 prs
366	2927	Vederlagsfri ridefysioterapi, Rideskole hon. 4 prs	Free-of-charge horseback-riding physiotherapy	Vederlagsfri ridefysioterapi, Rideskole hon. 4 prs
367	2929	Høreomsorg, Uafsluttet forløb	Hearing care	Høreomsorg, Uafsluttet forløb
368	2930	Gynækologi/obstetrik, (V)abrasio, Cer. Flg	Gynaecology/obstetrics	Gynækologi/obstetrik, (V)abrasio, Cer. følgende
369	2931	Gynækologi/obstetrik, (V)abrasio, Cerv. 1.	Gynaecology/obstetrics	Gynækologi/obstetrik, (V)abrasio, Cerv. 1.
370	2932	Gynækologi/obstetrik, (V)abrasio, Cor. Flg	Gynaecology/obstetrics	Gynækologi/obstetrik, (V)abrasio, Cor. følgende
371	2934	Gynækologi/obstetrik, (V)abrasio, Corp. 1.	Gynaecology/obstetrics	Gynækologi/obstetrik, (V)abrasio, Corp. 1.
372	2935	Gynækologi/obstetrik, (V)abrasio,Ce. Fg An	Gynaecology/obstetrics	Gynækologi/obstetrik, (V)abrasio,Ce. Fg anæstesi
373	2936	Gynækologi/obstetrik, (V)abrasio,Co. Fg An	Gynaecology/obstetrics	Gynækologi/obstetrik, (V)abrasio,Co. Fg anæstesi
374	2942	Gynækologi/obstetrik, 2. kons. med. abort	Gynaecology/obstetrics	Gynækologi/obstetrik, 2. konsultation med. abort
375	2944	Gynækologi/obstetrik, 2.kons. kir. abort	Gynaecology/obstetrics	Gynækologi/obstetrik, 2 konsultation kir. abort
376	2946	Gynækologi/obstetrik, 3. kons. ukompl.	Gynaecology/obstetrics	Gynækologi/obstetrik, 3. konsultation ukompl.
377	2950	Gynækologi/obstetrik, B-Glukose *ej Stix*4	Gynaecology/obstetrics	Gynækologi/obstetrik, B-Glukose *ej Stix*4
378	2951	Gynækologi/obstetrik, B-Glukose *stix*   1	Gynaecology/obstetrics	Gynækologi/obstetrik, B-Glukose *stix*   1
379	2957	Gynækologi/obstetrik, Blodpr. Exp        1	Gynaecology/obstetrics	Gynækologi/obstetrik, Blodpr. Exp        1
380	2959	Gynækologi/obstetrik, Blokadebeh. af bækk.	Gynaecology/obstetrics	Gynækologi/obstetrik, Blokadebeh. af bækk.
381	2961	Gynækologi/obstetrik, Clamydia Immuonfl. 3	Gynaecology/obstetrics	Gynækologi/obstetrik, Clamydia Immuonfl. 3
382	2962	Gynækologi/obstetrik, Clamydiabestemme. 10	Gynaecology/obstetrics	Gynækologi/obstetrik, Clamydiabestemme. 10
383	2967	Gynækologi/obstetrik, Dilat. Cervi Fg. An.	Gynaecology/obstetrics	Gynækologi/obstetrik, Dilat. Cervi Fg. anæstesi
384	2968	Gynækologi/obstetrik, Dilat. Cervic.    1.	Gynaecology/obstetrics	Gynækologi/obstetrik, Dilat. Cervic.    1.
385	2969	Gynækologi/obstetrik, Dilat. Cervic.   Flg	Gynaecology/obstetrics	Gynækologi/obstetrik, Dilat. Cervic.   følgende
386	2970	Gynækologi/obstetrik, Dilat. Cervic. 1. An	Gynaecology/obstetrics	Gynækologi/obstetrik, Dilat. Cervic. 1. anæstesi
387	2971	Gynækologi/obstetrik, Dyrk. af gærs.(ex).1	Gynaecology/obstetrics	Gynækologi/obstetrik, Dyrk. af gærs.(ex).1
388	2972	Gynækologi/obstetrik, Dyrk. af gærsvamp 10	Gynaecology/obstetrics	Gynækologi/obstetrik, Dyrk. af gærsvamp 10
389	2975	Gynækologi/obstetrik, El-stim. af bækkenb.	Gynaecology/obstetrics	Gynækologi/obstetrik, El-stim. af bækkenb.
390	2976	Gynækologi/obstetrik, El-stimu.af bækkenb.	Gynaecology/obstetrics	Gynækologi/obstetrik, El-stimu af bækkenb.
391	2977	Gynækologi/obstetrik, Elstimul. bækkenbund	Gynaecology/obstetrics	Gynækologi/obstetrik, Elstimul. bækkenbund
392	2978	Gynækologi/obstetrik, Endometriedestrukt.	Gynaecology/obstetrics	Gynækologi/obstetrik, Endometriedestrukt.
393	2979	Gynækologi/obstetrik, Evacuatio opf. kons.	Gynaecology/obstetrics	Gynækologi/obstetrik, Evacuatio opf. konsultation
394	2987	Gynækologi/obstetrik, Genetisk rådgivning	Gynaecology/obstetrics	Gynækologi/obstetrik, Genetisk rådgivning
395	2989	Gynækologi/obstetrik, Hymenal- el. vulvapl	Gynaecology/obstetrics	Gynækologi/obstetrik, Hymenal- el. vulvapl
396	2997	Gynækologi/obstetrik, Int. Fjer. Sp. Fg.An	Gynaecology/obstetrics	Gynækologi/obstetrik, Int. Fjer. Sp. Fg anæstesi
397	2998	Gynækologi/obstetrik, Int. Fjer. Spi. 1.An	Gynaecology/obstetrics	Gynækologi/obstetrik, Int. Fjer. Spi. 1 anæstesi
398	2999	Gynækologi/obstetrik, Int. Fjern. Spi. Flg	Gynaecology/obstetrics	Gynækologi/obstetrik, Int. fjernelse Spi. følgende
399	3000	Gynækologi/obstetrik, Int. Fjern. Spir. 1.	Gynaecology/obstetrics	Gynækologi/obstetrik, Int. fjernelse Spir. 1.
400	3001	Gynækologi/obstetrik, Intracerv. Insemin.	Gynaecology/obstetrics	Gynækologi/obstetrik, Intracerv. Insemin.
401	3002	Gynækologi/obstetrik, Intrauter. Insemin.	Gynaecology/obstetrics	Gynækologi/obstetrik, Intrauter. Insemin.
402	3007	Gynækologi/obstetrik, Kryobeh. cer. Fg. An	Gynaecology/obstetrics	Gynækologi/obstetrik, Kryobeh. cer. Fg. anæstesi
403	3008	Gynækologi/obstetrik, Kryobeh. cervix   1.	Gynaecology/obstetrics	Gynækologi/obstetrik, Kryobeh. cervix   1.
404	3009	Gynækologi/obstetrik, Kryobeh. cervix 1.An	Gynaecology/obstetrics	Gynækologi/obstetrik, Kryobeh. cervix 1 anæstesi
405	3010	Gynækologi/obstetrik, Kryobeh. cervix Flg.	Gynaecology/obstetrics	Gynækologi/obstetrik, Kryobeh. cervix følgende
406	3013	Gynækologi/obstetrik, Mikrosk. Farv. Sek.3	Gynaecology/obstetrics	Gynækologi/obstetrik, Mikrosk. Farv. Sek.3
407	3014	Gynækologi/obstetrik, Mikrosk. Ufar. Sek.3	Gynaecology/obstetrics	Gynækologi/obstetrik, Mikrosk. Ufar. Sek.3
408	3015	Gynækologi/obstetrik, Obstetrisk Bistand	Gynaecology/obstetrics	Gynækologi/obstetrik, Obstetrisk Bistand
409	3016	Gynækologi/obstetrik, Opsæt. af spiral	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsæt. af spiral
410	3017	Gynækologi/obstetrik, Opsætn. Af Spiral	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsætn. af Spiral
411	3018	Gynækologi/obstetrik, Opsætn. Spir. Fg. An	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsætn. Spir. Fg. anæstesi
412	3019	Gynækologi/obstetrik, Opsætn. Spiral    1.	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsætn. Spiral    1.
413	3020	Gynækologi/obstetrik, Opsætn. Spiral  Flg.	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsætn. Spiral  følgende
414	3021	Gynækologi/obstetrik, Opsætn. Spiral 1. An	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsætn. Spiral 1. anæstesi
415	3022	Gynækologi/obstetrik, Ovariecystepu. 1. An	Gynaecology/obstetrics	Gynækologi/obstetrik, Ovariecystepu. 1. anæstesi
416	3023	Gynækologi/obstetrik, Ovariecystepunk. Flg	Gynaecology/obstetrics	Gynækologi/obstetrik, Ovariecystepunk. følgende
417	3024	Gynækologi/obstetrik, Ovariecystepunkt. 1.	Gynaecology/obstetrics	Gynækologi/obstetrik, Ovariecystepunkt. 1.
418	3026	Gynækologi/obstetrik, Paracervik./intracer	Gynaecology/obstetrics	Gynækologi/obstetrik, Paracervik./intracer
419	3029	Gynækologi/obstetrik, Polypfjern. Cer. Ut.	Gynaecology/obstetrics	Gynækologi/obstetrik, Polypfjern. Cer. Ut.
420	3030	Gynækologi/obstetrik, Polypfjernelse	Gynaecology/obstetrics	Gynækologi/obstetrik, Polypfjernelse
421	3033	Gynækologi/obstetrik, Sekret-Gonokok*exp*1	Gynaecology/obstetrics	Gynækologi/obstetrik, Sekret-Gonokok*exp*1
422	3034	Gynækologi/obstetrik, Sekret-Gonokok*mik*2	Gynaecology/obstetrics	Gynækologi/obstetrik, Sekret-Gonokok*mik*2
423	3036	Gynækologi/obstetrik, Senere Kons. Fertil.	Gynaecology/obstetrics	Gynækologi/obstetrik, Senere konsultation Fertil.
424	3041	Gynækologi/obstetrik, Serum-østradiolb.  6	Gynaecology/obstetrics	Gynækologi/obstetrik, Serum-østradiolb.  6
425	3042	Gynækologi/obstetrik, Sexolog. Samtale	Gynaecology/obstetrics	Gynækologi/obstetrik, Sexolog. Samtale
426	3047	Gynækologi/obstetrik, Svangerskabsreakt. 5	Gynaecology/obstetrics	Gynækologi/obstetrik, Svangerskabsreakt. 5
427	3048	Gynækologi/obstetrik, Sædpræp. til insemin	Gynaecology/obstetrics	Gynækologi/obstetrik, Sædpræp. til insemin
428	3050	Gynækologi/obstetrik, Tillæg for tolk Fer.	Gynaecology/obstetrics	Gynækologi/obstetrik, Tillæg for tolk Fer.
429	3053	Gynækologi/obstetrik, Tlf.rådg.prakt.læge	Gynaecology/obstetrics	Gynækologi/obstetrik, telefon rådg prakt læge
430	3054	Gynækologi/obstetrik, Tumorfjern. Ma. 1.An	Gynaecology/obstetrics	Gynækologi/obstetrik, Tumorfjern. Ma. 1 anæstesi
431	3055	Gynækologi/obstetrik, Tumorfjern. Mam. Flg	Gynaecology/obstetrics	Gynækologi/obstetrik, Tumorfjern. Mam. følgende
432	3056	Gynækologi/obstetrik, Tumorfjern. Mamma 1.	Gynaecology/obstetrics	Gynækologi/obstetrik, Tumorfjern. Mamma 1.
433	3057	Gynækologi/obstetrik, U-Bakt.*dyrk Park* 3	Gynaecology/obstetrics	Gynækologi/obstetrik, U-Bakt.*dyrk Park* 3
434	3058	Gynækologi/obstetrik, U-Bakt.*dyrk Rest*12	Gynaecology/obstetrics	Gynækologi/obstetrik, U-Bakt.*dyrk Rest*12
435	3062	Gynækologi/obstetrik, U-Hormonanal*exp*  1	Gynaecology/obstetrics	Gynækologi/obstetrik, U-Hormonanal*exp*  1
436	3067	Gynækologi/obstetrik, Ultralydscanning	Gynaecology/obstetrics	Gynækologi/obstetrik, Ultralydscanning
